Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:05 EST
"Nutrient data for: 06471, Soup, vegetable beef, canned, prepared with equal volume water"
Nutrient,Unit,1Value per 100 g,"1 cup (8 fl oz) = 244.0g","1 can (10.75 oz), prepared = 593.0g",
Proximates
"Water",g,91.80,223.99,544.37
"Energy",kcal,31,76,184
"Protein",g,2.23,5.44,13.22
"Total lipid (fat)",g,0.76,1.85,4.51
"Carbohydrate, by difference",g,4.06,9.91,24.08
"Fiber, total dietary",g,0.8,2.0,4.7
"Sugars, total",g,0.45,1.10,2.67
Minerals
"Calcium, Ca",mg,8,20,47
"Iron, Fe",mg,0.45,1.10,2.67
"Magnesium, Mg",mg,3,7,18
"Phosphorus, P",mg,16,39,95
"Potassium, K",mg,69,168,409
"Sodium, Na",mg,349,852,2070
"Zinc, Zn",mg,0.62,1.51,3.68
Vitamins
"Vitamin C, total ascorbic acid",mg,1.0,2.4,5.9
"Thiamin",mg,0.015,0.037,0.089
"Riboflavin",mg,0.020,0.049,0.119
"Niacin",mg,0.412,1.005,2.443
"Vitamin B-6",mg,0.030,0.073,0.178
"Folate, DFE",µg,4,10,24
"Vitamin B-12",µg,0.13,0.32,0.77
"Vitamin A, RAE",µg,78,190,463
"Vitamin A, IU",IU,1552,3787,9203
"Vitamin E (alpha-tocopherol)",mg,0.24,0.59,1.42
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,2.8,6.8,16.6
Lipids
"Fatty acids, total saturated",g,0.340,0.830,2.016
"Fatty acids, total monounsaturated",g,0.320,0.781,1.898
"Fatty acids, total polyunsaturated",g,0.045,0.110,0.267
"Cholesterol",mg,2,5,12
Amino Acids
Other
"Caffeine",mg,0,0,0
