Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 02:59 EST
"Nutrient data for: 06127, Gravy, unspecified type, dry"
Nutrient,Unit,1Value per 100 g,"1 cup (8 fl oz) = 25.0g",
Proximates
"Water",g,4.00,1.00
"Energy",kcal,344,86
"Protein",g,13.00,3.25
"Total lipid (fat)",g,8.00,2.00
"Carbohydrate, by difference",g,58.00,14.50
Minerals
"Calcium, Ca",mg,150,38
"Iron, Fe",mg,1.00,0.25
"Magnesium, Mg",mg,45,11
"Phosphorus, P",mg,203,51
"Potassium, K",mg,262,66
"Sodium, Na",mg,5730,1432
"Zinc, Zn",mg,1.40,0.35
Vitamins
"Vitamin C, total ascorbic acid",mg,7.0,1.8
"Thiamin",mg,0.200,0.050
"Riboflavin",mg,0.432,0.108
"Niacin",mg,3.700,0.925
"Vitamin B-6",mg,0.100,0.025
"Folate, DFE",µg,43,11
"Vitamin B-12",µg,0.70,0.17
"Vitamin A, RAE",µg,0,0
"Vitamin A, IU",IU,0,0
Lipids
"Fatty acids, total saturated",g,2.860,0.715
"Fatty acids, total monounsaturated",g,3.150,0.787
"Fatty acids, total polyunsaturated",g,1.620,0.405
"Cholesterol",mg,4,1
Amino Acids
Other
