Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 15:26 EST
"Nutrient data for: 05074, Chicken, broilers or fryers, drumstick, meat only, cooked, stewed"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 drumstick, bone and skin removed = 46.0g","1 cup, chopped or diced = 160.0g","1 unit (yield from 1 lb ready-to-cook chicken) = 28.0g",
Proximates
"Water",g,67.58,57.44,31.09,108.13,18.92
"Energy",kcal,169,144,78,270,47
"Protein",g,27.50,23.38,12.65,44.00,7.70
"Total lipid (fat)",g,5.71,4.85,2.63,9.14,1.60
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,11,9,5,18,3
"Iron, Fe",mg,1.37,1.16,0.63,2.19,0.38
"Magnesium, Mg",mg,21,18,10,34,6
"Phosphorus, P",mg,150,128,69,240,42
"Potassium, K",mg,199,169,92,318,56
"Sodium, Na",mg,80,68,37,128,22
"Zinc, Zn",mg,3.02,2.57,1.39,4.83,0.85
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.054,0.046,0.025,0.086,0.015
"Riboflavin",mg,0.213,0.181,0.098,0.341,0.060
"Niacin",mg,4.300,3.655,1.978,6.880,1.204
"Vitamin B-6",mg,0.230,0.196,0.106,0.368,0.064
"Folate, DFE",µg,8,7,4,13,2
"Vitamin B-12",µg,0.24,0.20,0.11,0.38,0.07
"Vitamin A, RAE",µg,17,14,8,27,5
"Vitamin A, IU",IU,57,48,26,91,16
"Vitamin E (alpha-tocopherol)",mg,0.27,0.23,0.12,0.43,0.08
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.0,0.2,0.0
"Vitamin D",IU,5,4,2,8,1
"Vitamin K (phylloquinone)",µg,3.4,2.9,1.6,5.4,1.0
Lipids
"Fatty acids, total saturated",g,1.510,1.283,0.695,2.416,0.423
"Fatty acids, total monounsaturated",g,1.930,1.640,0.888,3.088,0.540
"Fatty acids, total polyunsaturated",g,1.370,1.165,0.630,2.192,0.384
"Cholesterol",mg,88,75,40,141,25
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
