Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:36 EST
"Nutrient data for: 05318, Duck, young duckling, domesticated, White Pekin, leg, meat only, bone in, cooked without skin, braised"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 cup chopped or diced, cooked = 174.0g","1 unit (yield from 1 lb ready-to-cook duck) = 35.0g","1 leg, bone and skin removed = 75.0g",
Proximates
"Water",g,64.60,54.91,112.40,22.61,48.45
"Energy",kcal,178,151,310,62,134
"Protein",g,29.10,24.73,50.63,10.19,21.82
"Total lipid (fat)",g,5.96,5.07,10.37,2.09,4.47
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,10,8,17,4,8
"Iron, Fe",mg,2.33,1.98,4.05,0.82,1.75
"Sodium, Na",mg,108,92,188,38,81
Vitamins
"Vitamin C, total ascorbic acid",mg,2.3,2.0,4.0,0.8,1.7
"Niacin",mg,5.330,4.530,9.274,1.866,3.998
Lipids
"Fatty acids, total saturated",g,1.339,1.138,2.330,0.469,1.004
"Fatty acids, total monounsaturated",g,2.637,2.241,4.588,0.923,1.978
"Fatty acids, total polyunsaturated",g,0.909,0.773,1.582,0.318,0.682
"Cholesterol",mg,105,89,183,37,79
Amino Acids
Other
Footnotes
(b)"Data from the Duckling Council and a USDA contract"
(c)"Data from the Duckling Council and a USDA contract"
(a)"Skinless pieces, covered and braised at 350 degrees F, 55 minutes to 185 degrees F"
