Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:10 EST
"Nutrient data for: 09153, Lemon juice from concentrate, canned or bottled"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 tsp = 5.0g","1 fl oz = 30.5g","1 cup = 244.0g",
Proximates
"Water",g,93.64,14.05,4.68,28.56,228.48
"Energy",kcal,17,3,1,5,41
"Protein",g,0.45,0.07,0.02,0.14,1.10
"Total lipid (fat)",g,0.07,0.01,0.00,0.02,0.17
"Carbohydrate, by difference",g,5.62,0.84,0.28,1.71,13.71
"Fiber, total dietary",g,0.7,0.1,0.0,0.2,1.7
"Sugars, total",g,1.53,0.23,0.08,0.47,3.73
Minerals
"Calcium, Ca",mg,10,2,0,3,24
"Iron, Fe",mg,0.06,0.01,0.00,0.02,0.15
"Magnesium, Mg",mg,7,1,0,2,17
"Phosphorus, P",mg,9,1,0,3,22
"Potassium, K",mg,109,16,5,33,266
"Sodium, Na",mg,24,4,1,7,59
"Zinc, Zn",mg,0.19,0.03,0.01,0.06,0.46
Vitamins
"Vitamin C, total ascorbic acid",mg,14.3,2.1,0.7,4.4,34.9
"Thiamin",mg,0.021,0.003,0.001,0.006,0.051
"Riboflavin",mg,0.017,0.003,0.001,0.005,0.041
"Niacin",mg,0.180,0.027,0.009,0.055,0.439
"Vitamin B-6",mg,0.037,0.006,0.002,0.011,0.090
"Folate, DFE",µg,9,1,0,3,22
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,2,0,0,1,5
"Vitamin A, IU",IU,33,5,2,10,81
"Vitamin E (alpha-tocopherol)",mg,0.23,0.03,0.01,0.07,0.56
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.1,0.0,0.0,0.0,0.2
Lipids
"Fatty acids, total saturated",g,0.027,0.004,0.001,0.008,0.066
"Fatty acids, total monounsaturated",g,0.006,0.001,0.000,0.002,0.015
"Fatty acids, total polyunsaturated",g,0.017,0.003,0.001,0.005,0.041
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
