Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:12 EST
"Nutrient data for: 09232, Passion-fruit juice, purple, raw"
Nutrient,Unit,1Value per 100 g,"1 cup = 247.0g","1 fl oz = 30.9g",
Proximates
"Water",g,85.62,211.48,26.46
"Energy",kcal,51,126,16
"Protein",g,0.39,0.96,0.12
"Total lipid (fat)",g,0.05,0.12,0.02
"Carbohydrate, by difference",g,13.60,33.59,4.20
"Fiber, total dietary",g,0.2,0.5,0.1
"Sugars, total",g,13.40,33.10,4.14
Minerals
"Calcium, Ca",mg,4,10,1
"Iron, Fe",mg,0.24,0.59,0.07
"Magnesium, Mg",mg,17,42,5
"Phosphorus, P",mg,13,32,4
"Potassium, K",mg,278,687,86
"Sodium, Na",mg,6,15,2
"Zinc, Zn",mg,0.05,0.12,0.02
Vitamins
"Vitamin C, total ascorbic acid",mg,29.8,73.6,9.2
"Thiamin",mg,0.000,0.000,0.000
"Riboflavin",mg,0.131,0.324,0.040
"Niacin",mg,1.460,3.606,0.451
"Vitamin B-6",mg,0.050,0.124,0.015
"Folate, DFE",µg,7,17,2
"Vitamin B-12",µg,0.00,0.00,0.00
"Vitamin A, RAE",µg,36,89,11
"Vitamin A, IU",IU,717,1771,222
"Vitamin E (alpha-tocopherol)",mg,0.01,0.02,0.00
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0
"Vitamin D",IU,0,0,0
"Vitamin K (phylloquinone)",µg,0.4,1.0,0.1
Lipids
"Fatty acids, total saturated",g,0.004,0.010,0.001
"Fatty acids, total monounsaturated",g,0.006,0.015,0.002
"Fatty acids, total polyunsaturated",g,0.029,0.072,0.009
"Fatty acids, total trans",g,0.000,0.000,0.000
"Cholesterol",mg,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0
