Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:06 EST
"Nutrient data for: 09501, Apples, raw, golden delicious, with skin"
Nutrient,Unit,1Value per 100 g,"1 cup, sliced = 109.0g","1 large = 215.0g","1 medium = 169.0g","1 small = 129.0g",
Proximates
"Water",g,85.81,93.53,184.49,145.02,110.69
"Energy",kcal,57,62,123,96,74
"Protein",g,0.28,0.31,0.60,0.47,0.36
"Total lipid (fat)",g,0.15,0.16,0.32,0.25,0.19
"Carbohydrate, by difference",g,13.60,14.82,29.24,22.98,17.54
"Fiber, total dietary",g,2.4,2.6,5.2,4.1,3.1
"Sugars, total",g,10.04,10.94,21.59,16.97,12.95
Minerals
"Calcium, Ca",mg,6,7,13,10,8
"Iron, Fe",mg,0.13,0.14,0.28,0.22,0.17
"Magnesium, Mg",mg,5,5,11,8,6
"Phosphorus, P",mg,10,11,22,17,13
"Potassium, K",mg,100,109,215,169,129
"Sodium, Na",mg,2,2,4,3,3
"Zinc, Zn",mg,0.04,0.04,0.09,0.07,0.05
Vitamins
"Thiamin",mg,0.018,0.020,0.039,0.030,0.023
"Riboflavin",mg,0.026,0.028,0.056,0.044,0.034
"Niacin",mg,0.094,0.102,0.202,0.159,0.121
"Vitamin B-6",mg,0.051,0.056,0.110,0.086,0.066
"Vitamin A, RAE",µg,3,3,6,5,4
"Vitamin A, IU",IU,51,56,110,86,66
"Vitamin E (alpha-tocopherol)",mg,0.18,0.20,0.39,0.30,0.23
"Vitamin K (phylloquinone)",µg,1.8,2.0,3.9,3.0,2.3
Lipids
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000,0.000
Amino Acids
Other
