Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:13 EST
"Nutrient data for: 09413, Pears, raw, red anjou"
Nutrient,Unit,1Value per 100 g,"1 small = 126.0g","1 medium = 157.0g","1 large = 223.0g","1 cup, sliced = 140.0g",
Proximates
"Water",g,84.24,106.14,132.26,187.86,117.94
"Energy",kcal,62,78,97,138,87
"Protein",g,0.33,0.42,0.52,0.74,0.46
"Total lipid (fat)",g,0.14,0.18,0.22,0.31,0.20
"Carbohydrate, by difference",g,14.94,18.82,23.46,33.32,20.92
"Fiber, total dietary",g,3.0,3.8,4.7,6.7,4.2
"Sugars, total",g,9.54,12.02,14.98,21.27,13.36
Minerals
"Calcium, Ca",mg,11,14,17,25,15
"Iron, Fe",mg,0.19,0.24,0.30,0.42,0.27
"Magnesium, Mg",mg,7,9,11,16,10
"Phosphorus, P",mg,13,16,20,29,18
"Potassium, K",mg,123,155,193,274,172
"Sodium, Na",mg,1,1,2,2,1
"Zinc, Zn",mg,0.13,0.16,0.20,0.29,0.18
Vitamins
"Vitamin C, total ascorbic acid",mg,5.2,6.6,8.2,11.6,7.3
"Thiamin",mg,0.012,0.015,0.019,0.027,0.017
"Riboflavin",mg,0.028,0.035,0.044,0.062,0.039
"Niacin",mg,0.162,0.204,0.254,0.361,0.227
"Vitamin B-6",mg,0.039,0.049,0.061,0.087,0.055
"Vitamin A, RAE",µg,1,1,2,2,1
"Vitamin A, IU",IU,24,30,38,54,34
"Vitamin E (alpha-tocopherol)",mg,0.12,0.15,0.19,0.27,0.17
"Vitamin K (phylloquinone)",µg,4.9,6.2,7.7,10.9,6.9
Lipids
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000,0.000
Amino Acids
Other
