Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 03:13 EST
"Nutrient data for: 09354, Pineapple, canned, juice pack, drained"
Nutrient,Unit,1Value per 100 g,"1 cup, chunks = 181.0g","1 cup, crushed = 195.0g","1 cup, sliced = 162.0g","1 spear = 26.0g",
Proximates
"Water",g,83.51,151.15,162.84,135.29,21.71
"Energy",kcal,60,109,117,97,16
"Protein",g,0.51,0.92,0.99,0.83,0.13
"Total lipid (fat)",g,0.11,0.20,0.21,0.18,0.03
"Carbohydrate, by difference",g,15.56,28.16,30.34,25.21,4.05
"Fiber, total dietary",g,1.3,2.4,2.5,2.1,0.3
"Sugars, total",g,14.26,25.81,27.81,23.10,3.71
Minerals
"Calcium, Ca",mg,16,29,31,26,4
"Iron, Fe",mg,0.28,0.51,0.55,0.45,0.07
"Magnesium, Mg",mg,15,27,29,24,4
"Phosphorus, P",mg,7,13,14,11,2
"Potassium, K",mg,124,224,242,201,32
"Sodium, Na",mg,1,2,2,2,0
"Zinc, Zn",mg,0.10,0.18,0.20,0.16,0.03
Vitamins
"Vitamin C, total ascorbic acid",mg,9.4,17.0,18.3,15.2,2.4
"Thiamin",mg,0.102,0.185,0.199,0.165,0.027
"Riboflavin",mg,0.021,0.038,0.041,0.034,0.005
"Niacin",mg,0.284,0.514,0.554,0.460,0.074
"Vitamin B-6",mg,0.075,0.136,0.146,0.121,0.019
"Folate, DFE",µg,5,9,10,8,1
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,3,5,6,5,1
"Vitamin A, IU",IU,50,90,98,81,13
"Vitamin E (alpha-tocopherol)",mg,0.02,0.04,0.04,0.03,0.01
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.7,1.3,1.4,1.1,0.2
Lipids
"Fatty acids, total saturated",g,0.008,0.014,0.016,0.013,0.002
"Fatty acids, total monounsaturated",g,0.014,0.025,0.027,0.023,0.004
"Fatty acids, total polyunsaturated",g,0.040,0.072,0.078,0.065,0.010
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
