Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:36 EST
"Nutrient data for: 18226, Crackers, rye, wafers, plain"
Nutrient,Unit,1Value per 100 g,"0.5 oz = 14.2g","1 cup, crushed = 61.0g","1 cracker (4-1/2"" x 2-1/2"" x 1/8"") = 11.0g","1 cracker, triple = 25.0g",
Proximates
"Water",g,5.00,0.71,3.05,0.55,1.25
"Energy",kcal,334,47,204,37,84
"Protein",g,9.60,1.36,5.86,1.06,2.40
"Total lipid (fat)",g,0.90,0.13,0.55,0.10,0.23
"Carbohydrate, by difference",g,80.40,11.42,49.04,8.84,20.10
"Fiber, total dietary",g,22.9,3.3,14.0,2.5,5.7
"Sugars, total",g,1.01,0.14,0.62,0.11,0.25
Minerals
"Calcium, Ca",mg,40,6,24,4,10
"Iron, Fe",mg,5.94,0.84,3.62,0.65,1.49
"Magnesium, Mg",mg,121,17,74,13,30
"Phosphorus, P",mg,334,47,204,37,84
"Potassium, K",mg,495,70,302,54,124
"Sodium, Na",mg,557,79,340,61,139
"Zinc, Zn",mg,2.80,0.40,1.71,0.31,0.70
Vitamins
"Vitamin C, total ascorbic acid",mg,0.1,0.0,0.1,0.0,0.0
"Thiamin",mg,0.427,0.061,0.260,0.047,0.107
"Riboflavin",mg,0.289,0.041,0.176,0.032,0.072
"Niacin",mg,1.581,0.225,0.964,0.174,0.395
"Vitamin B-6",mg,0.271,0.038,0.165,0.030,0.068
"Folate, DFE",µg,45,6,27,5,11
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0,0
"Vitamin A, IU",IU,5,1,3,1,1
"Vitamin E (alpha-tocopherol)",mg,0.80,0.11,0.49,0.09,0.20
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,5.7,0.8,3.5,0.6,1.4
Lipids
"Fatty acids, total saturated",g,0.108,0.015,0.066,0.012,0.027
"Fatty acids, total monounsaturated",g,0.152,0.022,0.093,0.017,0.038
"Fatty acids, total polyunsaturated",g,0.397,0.056,0.242,0.044,0.099
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
