Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 12:35 EST
"Nutrient data for: 21434, KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breading"
Nutrient,Unit,1Value per 100 g,"1 breast, with skin = 212.0g","1 breast, without skin = 152.0g","1 breast, bone and skin removed = 115.0g",
Proximates
"Water",g,56.16,119.06,85.36,64.58
"Energy",kcal,231,490,351,266
"Protein",g,21.94,46.51,33.35,25.23
"Total lipid (fat)",g,13.11,27.79,19.93,15.08
"Carbohydrate, by difference",g,6.28,13.31,9.55,7.22
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,33,70,50,38
"Iron, Fe",mg,0.60,1.27,0.91,0.69
"Magnesium, Mg",mg,25,53,38,29
"Phosphorus, P",mg,225,477,342,259
"Potassium, K",mg,267,566,406,307
"Sodium, Na",mg,606,1285,921,697
"Zinc, Zn",mg,0.81,1.72,1.23,0.93
Vitamins
"Thiamin",mg,0.046,0.098,0.070,0.053
"Riboflavin",mg,0.116,0.246,0.176,0.133
"Niacin",mg,8.596,18.224,13.066,9.885
"Vitamin B-6",mg,0.326,0.691,0.496,0.375
"Vitamin B-12",µg,0.31,0.66,0.47,0.36
"Vitamin A, RAE",µg,17,36,26,20
Lipids
"Fatty acids, total saturated",g,2.981,6.320,4.531,3.428
"Fatty acids, total monounsaturated",g,4.653,9.864,7.073,5.351
"Fatty acids, total polyunsaturated",g,4.166,8.832,6.332,4.791
"Fatty acids, total trans",g,0.078,0.165,0.119,0.090
"Cholesterol",mg,81,172,123,93
Amino Acids
Other
