Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:37 EST
"Nutrient data for: 19134, Candies, milk chocolate, with rice cereal"
Nutrient,Unit,1Value per 100 g,"1 bar (1.4 oz) = 40.0g","1 bar (1.45 oz) = 45.0g","1 bar (1.65 oz) = 47.0g","1 bar, miniature = 10.0g","1 bar (1.55 oz) = 44.0g",
Proximates
"Water",g,1.52,0.61,0.68,0.71,0.15,0.67
"Energy",kcal,511,204,230,240,51,225
"Protein",g,7.64,3.06,3.44,3.59,0.76,3.36
"Total lipid (fat)",g,29.37,11.75,13.22,13.80,2.94,12.92
"Carbohydrate, by difference",g,59.67,23.87,26.85,28.04,5.97,26.25
"Fiber, total dietary",g,3.3,1.3,1.5,1.6,0.3,1.5
"Sugars, total",g,51.06,20.42,22.98,24.00,5.11,22.47
Minerals
"Calcium, Ca",mg,187,75,84,88,19,82
"Iron, Fe",mg,2.65,1.06,1.19,1.25,0.27,1.17
"Magnesium, Mg",mg,62,25,28,29,6,27
"Phosphorus, P",mg,207,83,93,97,21,91
"Potassium, K",mg,370,148,166,174,37,163
"Sodium, Na",mg,86,34,39,40,9,38
"Zinc, Zn",mg,2.29,0.92,1.03,1.08,0.23,1.01
Vitamins
"Vitamin C, total ascorbic acid",mg,0.6,0.2,0.3,0.3,0.1,0.3
"Thiamin",mg,0.131,0.052,0.059,0.062,0.013,0.058
"Riboflavin",mg,0.323,0.129,0.145,0.152,0.032,0.142
"Niacin",mg,0.672,0.269,0.302,0.316,0.067,0.296
"Vitamin B-6",mg,0.055,0.022,0.025,0.026,0.006,0.024
"Folate, DFE",µg,21,8,9,10,2,9
"Vitamin B-12",µg,0.80,0.32,0.36,0.38,0.08,0.35
"Vitamin A, RAE",µg,65,26,29,31,6,29
"Vitamin A, IU",IU,217,87,98,102,22,95
"Vitamin E (alpha-tocopherol)",mg,0.50,0.20,0.23,0.23,0.05,0.22
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,5.7,2.3,2.6,2.7,0.6,2.5
Lipids
"Fatty acids, total saturated",g,15.890,6.356,7.151,7.468,1.589,6.992
"Fatty acids, total monounsaturated",g,8.640,3.456,3.888,4.061,0.864,3.802
"Fatty acids, total polyunsaturated",g,0.780,0.312,0.351,0.367,0.078,0.343
"Cholesterol",mg,23,9,10,11,2,10
Amino Acids
Other
"Caffeine",mg,20,8,9,9,2,9
