Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:36 EST
"Nutrient data for: 18229, Crackers, standard snack-type, regular"
Nutrient,Unit,1Value per 100 g,"5.0 crackers = 16.0g","5.0 crackers, regular size, round (1 serving) = 16.0g","1 cracker, round = 3.2g","1 cracker, rectangular = 4.0g","1 cup crushed = 52.0g",
Proximates
"Water",g,3.14,0.50,0.50,0.10,0.13,1.63
"Energy",kcal,510,82,82,16,20,265
"Protein",g,6.64,1.06,1.06,0.21,0.27,3.45
"Total lipid (fat)",g,26.43,4.23,4.23,0.85,1.06,13.74
"Carbohydrate, by difference",g,61.30,9.81,9.81,1.96,2.45,31.88
"Fiber, total dietary",g,2.3,0.4,0.4,0.1,0.1,1.2
"Sugars, total",g,8.18,1.31,1.31,0.26,0.33,4.25
Minerals
"Calcium, Ca",mg,120,19,19,4,5,62
"Iron, Fe",mg,4.03,0.64,0.64,0.13,0.16,2.10
"Magnesium, Mg",mg,18,3,3,1,1,9
"Phosphorus, P",mg,248,40,40,8,10,129
"Potassium, K",mg,118,19,19,4,5,61
"Sodium, Na",mg,726,116,116,23,29,378
"Zinc, Zn",mg,0.49,0.08,0.08,0.02,0.02,0.25
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.416,0.067,0.067,0.013,0.017,0.216
"Riboflavin",mg,0.456,0.073,0.073,0.015,0.018,0.237
"Niacin",mg,4.352,0.696,0.696,0.139,0.174,2.263
"Vitamin B-6",mg,0.063,0.010,0.010,0.002,0.003,0.033
"Folate, DFE",µg,150,24,24,5,6,78
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,3.03,0.48,0.48,0.10,0.12,1.58
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,69.3,11.1,11.1,2.2,2.8,36.0
Lipids
"Fatty acids, total saturated",g,5.562,0.890,0.890,0.178,0.222,2.892
"Fatty acids, total monounsaturated",g,6.553,1.048,1.048,0.210,0.262,3.408
"Fatty acids, total polyunsaturated",g,13.137,2.102,2.102,0.420,0.525,6.831
"Fatty acids, total trans",g,1.076,0.172,0.172,0.034,0.043,0.560
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
