Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:29 EST
"Nutrient data for: 18016, Biscuits, plain or buttermilk, prepared from recipe"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 biscuit (4"" dia) = 101.0g","1 small (1-1/2"" dia) = 14.0g","1 biscuit (2-1/2"" dia) = 60.0g",
Proximates
"Water",g,28.90,8.19,29.19,4.05,17.34
"Energy",kcal,353,100,357,49,212
"Protein",g,7.00,1.98,7.07,0.98,4.20
"Total lipid (fat)",g,16.30,4.62,16.46,2.28,9.78
"Carbohydrate, by difference",g,44.60,12.64,45.05,6.24,26.76
"Fiber, total dietary",g,1.5,0.4,1.5,0.2,0.9
"Sugars, total",g,2.18,0.62,2.20,0.31,1.31
Minerals
"Calcium, Ca",mg,235,67,237,33,141
"Iron, Fe",mg,2.90,0.82,2.93,0.41,1.74
"Magnesium, Mg",mg,18,5,18,3,11
"Phosphorus, P",mg,164,46,166,23,98
"Potassium, K",mg,121,34,122,17,73
"Sodium, Na",mg,580,164,586,81,348
"Zinc, Zn",mg,0.54,0.15,0.55,0.08,0.32
Vitamins
"Vitamin C, total ascorbic acid",mg,0.2,0.1,0.2,0.0,0.1
"Thiamin",mg,0.356,0.101,0.360,0.050,0.214
"Riboflavin",mg,0.310,0.088,0.313,0.043,0.186
"Niacin",mg,2.949,0.836,2.978,0.413,1.769
"Vitamin B-6",mg,0.035,0.010,0.035,0.005,0.021
"Folate, DFE",µg,95,27,96,13,57
"Vitamin B-12",µg,0.08,0.02,0.08,0.01,0.05
"Vitamin A, IU",IU,82,23,83,11,49
Lipids
"Fatty acids, total saturated",g,4.324,1.226,4.367,0.605,2.594
"Fatty acids, total monounsaturated",g,6.930,1.965,6.999,0.970,4.158
"Fatty acids, total polyunsaturated",g,4.163,1.180,4.205,0.583,2.498
"Cholesterol",mg,3,1,3,0,2
Amino Acids
Other
