Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:29 EST
"Nutrient data for: 18001, Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)"
Nutrient,Unit,1Value per 100 g,"1 bagel = 99.0g","1 mini bagel (2-1/2"" dia) = 26.0g","1 small bagel (3"" dia) = 69.0g","1 medium bagel (3-1/2"" to 4"" dia) = 105.0g","1 large bagel (4-1/2"") = 131.0g","1 oz = 28.35g",
Proximates
"Water",g,33.81,33.47,8.79,23.33,35.50,44.29,9.59
"Energy",kcal,264,261,69,182,277,346,75
"Protein",g,10.56,10.45,2.75,7.29,11.09,13.83,2.99
"Total lipid (fat)",g,1.32,1.31,0.34,0.91,1.39,1.73,0.37
"Carbohydrate, by difference",g,52.38,51.86,13.62,36.14,55.00,68.62,14.85
"Fiber, total dietary",g,1.6,1.6,0.4,1.1,1.7,2.1,0.5
"Sugars, total",g,8.43,8.35,2.19,5.82,8.85,11.04,2.39
Minerals
"Calcium, Ca",mg,219,217,57,151,230,287,62
"Iron, Fe",mg,3.57,3.53,0.93,2.46,3.75,4.68,1.01
"Magnesium, Mg",mg,29,29,8,20,30,38,8
"Phosphorus, P",mg,99,98,26,68,104,130,28
"Potassium, K",mg,107,106,28,74,112,140,30
"Sodium, Na",mg,422,418,110,291,443,553,120
"Zinc, Zn",mg,0.83,0.82,0.22,0.57,0.87,1.09,0.24
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thiamin",mg,0.568,0.562,0.148,0.392,0.596,0.744,0.161
"Riboflavin",mg,0.344,0.341,0.089,0.237,0.361,0.451,0.098
"Niacin",mg,4.515,4.470,1.174,3.115,4.741,5.915,1.280
"Vitamin B-6",mg,0.070,0.069,0.018,0.048,0.074,0.092,0.020
"Folate, DFE",µg,163,161,42,112,171,214,46
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,7.46,7.39,1.94,5.15,7.83,9.77,2.11
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.2,0.2,0.1,0.1,0.2,0.3,0.1
Lipids
"Fatty acids, total saturated",g,0.360,0.356,0.094,0.248,0.378,0.472,0.102
"Fatty acids, total monounsaturated",g,0.390,0.386,0.101,0.269,0.410,0.511,0.111
"Fatty acids, total polyunsaturated",g,0.526,0.521,0.137,0.363,0.552,0.689,0.149
"Fatty acids, total trans",g,0.021,0.021,0.005,0.014,0.022,0.028,0.006
"Cholesterol",mg,0,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
