Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:36 EST
"Nutrient data for: 18239, Croissants, butter"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 croissant, mini = 28.0g","1 croissant, small = 42.0g","1 croissant, medium = 57.0g","1 croissant, large = 67.0g",
Proximates
"Water",g,23.20,6.58,6.50,9.74,13.22,15.54
"Energy",kcal,406,115,114,171,231,272
"Protein",g,8.20,2.32,2.30,3.44,4.67,5.49
"Total lipid (fat)",g,21.00,5.95,5.88,8.82,11.97,14.07
"Carbohydrate, by difference",g,45.80,12.98,12.82,19.24,26.11,30.69
"Fiber, total dietary",g,2.6,0.7,0.7,1.1,1.5,1.7
"Sugars, total",g,11.26,3.19,3.15,4.73,6.42,7.54
Minerals
"Calcium, Ca",mg,37,10,10,16,21,25
"Iron, Fe",mg,2.03,0.58,0.57,0.85,1.16,1.36
"Magnesium, Mg",mg,16,5,4,7,9,11
"Phosphorus, P",mg,105,30,29,44,60,70
"Potassium, K",mg,118,33,33,50,67,79
"Sodium, Na",mg,467,132,131,196,266,313
"Zinc, Zn",mg,0.75,0.21,0.21,0.32,0.43,0.50
Vitamins
"Vitamin C, total ascorbic acid",mg,0.2,0.1,0.1,0.1,0.1,0.1
"Thiamin",mg,0.388,0.110,0.109,0.163,0.221,0.260
"Riboflavin",mg,0.241,0.068,0.067,0.101,0.137,0.161
"Niacin",mg,2.188,0.620,0.613,0.919,1.247,1.466
"Vitamin B-6",mg,0.058,0.016,0.016,0.024,0.033,0.039
"Folate, DFE",µg,130,37,36,55,74,87
"Vitamin B-12",µg,0.16,0.05,0.04,0.07,0.09,0.11
"Vitamin A, RAE",µg,206,58,58,87,117,138
"Vitamin A, IU",IU,744,211,208,312,424,498
"Vitamin E (alpha-tocopherol)",mg,0.84,0.24,0.24,0.35,0.48,0.56
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,1.8,0.5,0.5,0.8,1.0,1.2
Lipids
"Fatty acids, total saturated",g,11.659,3.305,3.265,4.897,6.646,7.812
"Fatty acids, total monounsaturated",g,5.525,1.566,1.547,2.321,3.149,3.702
"Fatty acids, total polyunsaturated",g,1.094,0.310,0.306,0.459,0.624,0.733
"Cholesterol",mg,67,19,19,28,38,45
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
