Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 23:29 EST
"Nutrient data for: 18003, Bagels, egg"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 mini bagel (2-1/2"" dia) = 26.0g","1 small bagel (3"" dia) = 69.0g","1 medium bagel (3-1/2"" to 4"" dia) = 105.0g","1 large bagel (4-1/2"" dia) = 131.0g",
Proximates
"Water",g,32.70,9.27,8.50,22.56,34.34,42.84
"Energy",kcal,278,79,72,192,292,364
"Protein",g,10.60,3.01,2.76,7.31,11.13,13.89
"Total lipid (fat)",g,2.10,0.60,0.55,1.45,2.21,2.75
"Carbohydrate, by difference",g,53.00,15.03,13.78,36.57,55.65,69.43
"Fiber, total dietary",g,2.3,0.7,0.6,1.6,2.4,3.0
Minerals
"Calcium, Ca",mg,13,4,3,9,14,17
"Iron, Fe",mg,3.98,1.13,1.03,2.75,4.18,5.21
"Magnesium, Mg",mg,25,7,6,17,26,33
"Phosphorus, P",mg,84,24,22,58,88,110
"Potassium, K",mg,68,19,18,47,71,89
"Sodium, Na",mg,505,143,131,348,530,662
"Zinc, Zn",mg,0.77,0.22,0.20,0.53,0.81,1.01
Vitamins
"Vitamin C, total ascorbic acid",mg,0.6,0.2,0.2,0.4,0.6,0.8
"Thiamin",mg,0.536,0.152,0.139,0.370,0.563,0.702
"Riboflavin",mg,0.235,0.067,0.061,0.162,0.247,0.308
"Niacin",mg,3.443,0.976,0.895,2.376,3.615,4.510
"Vitamin B-6",mg,0.087,0.025,0.023,0.060,0.091,0.114
"Folate, DFE",µg,134,38,35,92,141,176
"Vitamin B-12",µg,0.16,0.05,0.04,0.11,0.17,0.21
"Vitamin A, RAE",µg,33,9,9,23,35,43
"Vitamin A, IU",IU,109,31,28,75,114,143
Lipids
"Fatty acids, total saturated",g,0.421,0.119,0.109,0.290,0.442,0.552
"Fatty acids, total monounsaturated",g,0.420,0.119,0.109,0.290,0.441,0.550
"Fatty acids, total polyunsaturated",g,0.642,0.182,0.167,0.443,0.674,0.841
"Cholesterol",mg,24,7,6,17,25,31
Amino Acids
Other
