Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:36 EST
"Nutrient data for: 05316, Duck, young duckling, domesticated, White Pekin, breast, meat only, boneless, cooked without skin, broiled"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","0.5 breast, bone and skin removed = 95.0g","1 cup, chopped or diced = 174.0g","1 unit (yield from 1 lb ready-to-cook duck) = 44.0g",
Proximates
"Water",g,68.25,58.01,64.84,118.75,30.03
"Energy",kcal,140,119,133,244,62
"Protein",g,27.60,23.46,26.22,48.02,12.14
"Total lipid (fat)",g,2.50,2.12,2.38,4.35,1.10
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,9,8,9,16,4
"Iron, Fe",mg,4.49,3.82,4.27,7.81,1.98
"Sodium, Na",mg,105,89,100,183,46
Vitamins
"Vitamin C, total ascorbic acid",mg,3.2,2.7,3.0,5.6,1.4
"Niacin",mg,10.350,8.797,9.832,18.009,4.554
Lipids
"Fatty acids, total saturated",g,0.578,0.491,0.549,1.006,0.254
"Fatty acids, total monounsaturated",g,0.871,0.740,0.827,1.516,0.383
"Fatty acids, total polyunsaturated",g,0.378,0.321,0.359,0.658,0.166
"Cholesterol",mg,143,122,136,249,63
Amino Acids
Other
Footnotes
(b)"Data from the Duckling Council and a USDA contract"
(c)"Data from the Duckling Council and a USDA contract"
(a)"Skinless pieces, charbroiled 12 minutes to  165 degrees F"
