Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 15:39 EST
"Nutrient data for: 05122, Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 cup, chopped or diced = 160.0g","1 unit (yield from 1 lb ready-to-cook chicken) = 202.0g","1 chicken, bone removed = 593.0g",
Proximates
"Water",g,64.24,54.60,102.78,129.76,380.94
"Energy",kcal,214,182,342,432,1269
"Protein",g,24.88,21.15,39.81,50.26,147.54
"Total lipid (fat)",g,11.91,10.12,19.06,24.06,70.63
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,13,11,21,26,77
"Iron, Fe",mg,1.64,1.39,2.62,3.31,9.73
"Magnesium, Mg",mg,19,16,30,38,113
"Phosphorus, P",mg,151,128,242,305,895
"Potassium, K",mg,171,145,274,345,1014
"Sodium, Na",mg,67,57,107,135,397
"Zinc, Zn",mg,1.96,1.67,3.14,3.96,11.62
Vitamins
"Vitamin C, total ascorbic acid",mg,1.0,0.8,1.6,2.0,5.9
"Thiamin",mg,0.054,0.046,0.086,0.109,0.320
"Riboflavin",mg,0.221,0.188,0.354,0.446,1.311
"Niacin",mg,5.677,4.825,9.083,11.468,33.665
"Vitamin B-6",mg,0.234,0.199,0.374,0.473,1.388
"Folate, DFE",µg,25,21,40,50,148
"Vitamin B-12",µg,0.95,0.81,1.52,1.92,5.63
"Vitamin A, RAE",µg,182,155,291,368,1079
"Vitamin A, IU",IU,609,518,974,1230,3611
"Vitamin E (alpha-tocopherol)",mg,0.28,0.24,0.45,0.57,1.66
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,1,2,2,6
"Vitamin K (phylloquinone)",µg,1.9,1.6,3.0,3.8,11.3
Lipids
"Fatty acids, total saturated",g,3.324,2.825,5.318,6.714,19.711
"Fatty acids, total monounsaturated",g,4.609,3.918,7.374,9.310,27.331
"Fatty acids, total polyunsaturated",g,2.584,2.196,4.134,5.220,15.323
"Fatty acids, total trans",g,0.008,0.007,0.013,0.016,0.047
"Cholesterol",mg,107,91,171,216,635
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
