Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 15:32 EST
"Nutrient data for: 05352, Chicken, broilers or fryers, wing, meat and skin, cooked, rotisserie, original seasoning"
Nutrient,Unit,1Value per 100 g,"1 wing = 53.0g","1 serving (3 oz) = 85.0g","1 oz = 28.35g",
Proximates
"Water",g,55.34,29.33,47.04,15.69
"Energy",kcal,266,141,226,75
"Protein",g,24.34,12.90,20.69,6.90
"Total lipid (fat)",g,18.77,9.95,15.95,5.32
"Carbohydrate, by difference",g,0.04,0.02,0.03,0.01
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.04,0.02,0.03,0.01
Minerals
"Calcium, Ca",mg,29,15,25,8
"Iron, Fe",mg,0.97,0.51,0.82,0.27
"Magnesium, Mg",mg,24,13,20,7
"Phosphorus, P",mg,258,137,219,73
"Potassium, K",mg,296,157,252,84
"Sodium, Na",mg,610,323,518,173
"Zinc, Zn",mg,1.71,0.91,1.45,0.48
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.072,0.038,0.061,0.020
"Riboflavin",mg,0.130,0.069,0.111,0.037
"Niacin",mg,6.912,3.663,5.875,1.960
"Vitamin B-6",mg,0.166,0.088,0.141,0.047
"Folate, DFE",µg,8,4,7,2
"Vitamin B-12",µg,0.45,0.24,0.38,0.13
"Vitamin A, RAE",µg,26,14,22,7
"Vitamin A, IU",IU,87,46,74,25
"Vitamin E (alpha-tocopherol)",mg,0.30,0.16,0.26,0.09
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,4.814,2.551,4.092,1.365
"Fatty acids, total monounsaturated",g,8.109,4.298,6.893,2.299
"Fatty acids, total polyunsaturated",g,2.690,1.426,2.287,0.763
"Fatty acids, total trans",g,0.221,0.117,0.188,0.063
"Cholesterol",mg,140,74,119,40
Amino Acids
Other
"Caffeine",mg,0,0,0,0
