Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:14 EST
"Nutrient data for: 42161, Bologna, beef, low fat"
Nutrient,Unit,1Value per 100 g,"1 slice = 28.0g","1 cubic inch = 14.0g","1 slice, medium = 28.0g","1 slice, thick = 43.0g","1 slice, thin = 14.0g",
Proximates
"Water",g,65.00,18.20,9.10,18.20,27.95,9.10
"Energy",kcal,204,57,29,57,88,29
"Protein",g,11.80,3.30,1.65,3.30,5.07,1.65
"Total lipid (fat)",g,14.80,4.14,2.07,4.14,6.36,2.07
"Carbohydrate, by difference",g,5.20,1.46,0.73,1.46,2.24,0.73
"Fiber, total dietary",g,0.0,0.0,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,9,3,1,3,4,1
"Iron, Fe",mg,1.00,0.28,0.14,0.28,0.43,0.14
"Magnesium, Mg",mg,12,3,2,3,5,2
"Phosphorus, P",mg,178,50,25,50,77,25
"Potassium, K",mg,147,41,21,41,63,21
"Sodium, Na",mg,821,230,115,230,353,115
"Zinc, Zn",mg,1.83,0.51,0.26,0.51,0.79,0.26
Vitamins
"Vitamin C, total ascorbic acid",mg,1.0,0.3,0.1,0.3,0.4,0.1
"Thiamin",mg,0.050,0.014,0.007,0.014,0.021,0.007
"Riboflavin",mg,0.100,0.028,0.014,0.028,0.043,0.014
"Niacin",mg,2.500,0.700,0.350,0.700,1.075,0.350
"Vitamin B-6",mg,0.150,0.042,0.021,0.042,0.065,0.021
"Folate, DFE",µg,5,1,1,1,2,1
"Vitamin B-12",µg,1.40,0.39,0.20,0.39,0.60,0.20
"Vitamin A, RAE",µg,0,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.19,0.05,0.03,0.05,0.08,0.03
"Vitamin D (D2 + D3)",µg,0.4,0.1,0.1,0.1,0.2,0.1
"Vitamin D",IU,15,4,2,4,6,2
"Vitamin K (phylloquinone)",µg,0.3,0.1,0.0,0.1,0.1,0.0
Lipids
"Fatty acids, total saturated",g,5.464,1.530,0.765,1.530,2.350,0.765
"Fatty acids, total monounsaturated",g,6.455,1.807,0.904,1.807,2.776,0.904
"Fatty acids, total polyunsaturated",g,0.510,0.143,0.071,0.143,0.219,0.071
"Cholesterol",mg,44,12,6,12,19,6
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
