Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 14:17 EST
"Nutrient data for: 07064, Pork sausage, link/patty, cooked, pan-fried"
Nutrient,Unit,1Value per 100 g,"1 patty = 27.0g","1 link = 23.0g","1 serving = 48.0g",
Proximates
"Water",g,49.89,13.47,11.47,23.95
"Energy",kcal,325,88,75,156
"Protein",g,18.53,5.00,4.26,8.89
"Total lipid (fat)",g,27.25,7.36,6.27,13.08
"Carbohydrate, by difference",g,1.42,0.38,0.33,0.68
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,1.09,0.29,0.25,0.52
Minerals
"Calcium, Ca",mg,9,2,2,4
"Iron, Fe",mg,1.20,0.32,0.28,0.58
"Magnesium, Mg",mg,16,4,4,8
"Phosphorus, P",mg,149,40,34,72
"Potassium, K",mg,342,92,79,164
"Sodium, Na",mg,814,220,187,391
"Zinc, Zn",mg,2.45,0.66,0.56,1.18
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.256,0.069,0.059,0.123
"Riboflavin",mg,0.176,0.048,0.040,0.084
"Niacin",mg,6.119,1.652,1.407,2.937
"Vitamin B-6",mg,0.195,0.053,0.045,0.094
"Folate, DFE",µg,1,0,0,0
"Vitamin B-12",µg,0.98,0.26,0.23,0.47
"Vitamin A, RAE",µg,28,8,6,13
"Vitamin A, IU",IU,93,25,21,45
"Vitamin E (alpha-tocopherol)",mg,0.90,0.24,0.21,0.43
"Vitamin D (D2 + D3)",µg,1.4,0.4,0.3,0.7
"Vitamin D",IU,58,16,13,28
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,8.826,2.383,2.030,4.236
"Fatty acids, total monounsaturated",g,11.541,3.116,2.654,5.540
"Fatty acids, total polyunsaturated",g,5.115,1.381,1.176,2.455
"Fatty acids, total trans",g,0.120,0.032,0.028,0.058
"Cholesterol",mg,86,23,20,41
Amino Acids
Other
"Caffeine",mg,0,0,0,0
