Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:13 EST
"Nutrient data for: 20653, Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry"
Nutrient,Unit,1Value per 100 g,"1 cup spaghetti = 91.0g","1 cup elbows = 122.0g","1 cup penne = 95.0g","1 cup farfalle = 81.0g","1 cup rotini = 96.0g","1 cup shells = 64.0g","1 cup lasagne = 90.0g",
Proximates
"Water",g,9.23,8.40,11.26,8.77,7.48,8.86,5.91,8.31
"Energy",kcal,361,329,440,343,292,347,231,325
"Protein",g,13.20,12.01,16.10,12.54,10.69,12.67,8.45,11.88
"Total lipid (fat)",g,2.55,2.32,3.11,2.42,2.07,2.45,1.63,2.29
"Carbohydrate, by difference",g,73.30,66.70,89.43,69.64,59.37,70.37,46.91,65.97
"Fiber, total dietary",g,11.3,10.3,13.8,10.7,9.2,10.8,7.2,10.2
"Sugars, total",g,2.20,2.00,2.68,2.09,1.78,2.11,1.41,1.98
Minerals
"Calcium, Ca",mg,25,23,30,24,20,24,16,22
"Iron, Fe",mg,3.41,3.10,4.16,3.24,2.76,3.27,2.18,3.07
"Magnesium, Mg",mg,94,86,115,89,76,90,60,85
"Phosphorus, P",mg,252,229,307,239,204,242,161,227
"Potassium, K",mg,318,289,388,302,258,305,204,286
"Sodium, Na",mg,12,11,15,11,10,12,8,11
"Zinc, Zn",mg,2.20,2.00,2.68,2.09,1.78,2.11,1.41,1.98
Vitamins
"Thiamin",mg,0.550,0.501,0.671,0.523,0.446,0.528,0.352,0.495
"Riboflavin",mg,0.313,0.285,0.382,0.297,0.254,0.300,0.200,0.282
"Niacin",mg,8.630,7.853,10.529,8.199,6.990,8.285,5.523,7.767
"Vitamin B-6",mg,0.240,0.218,0.293,0.228,0.194,0.230,0.154,0.216
"Folate, DFE",µg,153,139,187,145,124,147,98,138
"Vitamin K (phylloquinone)",µg,0.9,0.8,1.1,0.9,0.7,0.9,0.6,0.8
Lipids
"Fatty acids, total saturated",g,0.324,0.295,0.395,0.308,0.262,0.311,0.207,0.292
"Fatty acids, total monounsaturated",g,0.241,0.219,0.294,0.229,0.195,0.231,0.154,0.217
"Fatty acids, total polyunsaturated",g,0.846,0.770,1.032,0.804,0.685,0.812,0.541,0.761
"Fatty acids, total trans",g,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002
Amino Acids
Other
