Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:44 EST
"Nutrient data for: 03156, Babyfood, fruit, bananas and pineapple with tapioca, junior"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Gerber Third Foods (6 oz) = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,81.10,12.16,22.99,137.87,137.87,137.87
"Energy",kcal,68,10,19,116,116,116
"Protein",g,0.20,0.03,0.06,0.34,0.34,0.34
"Total lipid (fat)",g,0.10,0.01,0.03,0.17,0.17,0.17
"Carbohydrate, by difference",g,18.40,2.76,5.22,31.28,31.28,31.28
"Fiber, total dietary",g,1.6,0.2,0.5,2.7,2.7,2.7
"Sugars, total",g,8.41,1.26,2.38,14.30,14.30,14.30
Minerals
"Calcium, Ca",mg,7,1,2,12,12,12
"Iron, Fe",mg,0.13,0.02,0.04,0.22,0.22,0.22
"Magnesium, Mg",mg,6,1,2,10,10,10
"Phosphorus, P",mg,5,1,1,8,8,8
"Potassium, K",mg,78,12,22,133,133,133
"Sodium, Na",mg,0,0,0,0,0,0
"Zinc, Zn",mg,0.03,0.00,0.01,0.05,0.05,0.05
Vitamins
"Vitamin C, total ascorbic acid",mg,21.2,3.2,6.0,36.0,36.0,36.0
"Thiamin",mg,0.015,0.002,0.004,0.025,0.025,0.025
"Riboflavin",mg,0.019,0.003,0.005,0.032,0.032,0.032
"Niacin",mg,0.182,0.027,0.052,0.309,0.309,0.309
"Vitamin B-6",mg,0.092,0.014,0.026,0.156,0.156,0.156
"Folate, DFE",µg,6,1,2,10,10,10
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,2,0,1,3,3,3
"Vitamin A, IU",IU,40,6,11,68,68,68
"Vitamin E (alpha-tocopherol)",mg,0.02,0.00,0.01,0.03,0.03,0.03
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.6,0.1,0.2,1.0,1.0,1.0
Lipids
"Fatty acids, total saturated",g,0.036,0.005,0.010,0.061,0.061,0.061
"Fatty acids, total monounsaturated",g,0.009,0.001,0.003,0.015,0.015,0.015
"Fatty acids, total polyunsaturated",g,0.020,0.003,0.006,0.034,0.034,0.034
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
