Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:44 EST
"Nutrient data for: 03157, Babyfood, fruit, bananas and pineapple with tapioca, strained"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Heinz Strained-2 (4.25 oz) = 120.0g",
Proximates
"Water",g,81.70,12.26,23.16,92.32,92.32,98.04
"Energy",kcal,65,10,18,73,73,78
"Protein",g,0.20,0.03,0.06,0.23,0.23,0.24
"Total lipid (fat)",g,0.00,0.00,0.00,0.00,0.00,0.00
"Carbohydrate, by difference",g,17.80,2.67,5.05,20.11,20.11,21.36
"Fiber, total dietary",g,1.6,0.2,0.5,1.8,1.8,1.9
"Sugars, total",g,10.73,1.61,3.04,12.12,12.12,12.88
Minerals
"Calcium, Ca",mg,7,1,2,8,8,8
"Iron, Fe",mg,0.23,0.03,0.07,0.26,0.26,0.28
"Magnesium, Mg",mg,6,1,2,7,7,7
"Phosphorus, P",mg,5,1,1,6,6,6
"Potassium, K",mg,68,10,19,77,77,82
"Sodium, Na",mg,0,0,0,0,0,0
"Zinc, Zn",mg,0.04,0.01,0.01,0.05,0.05,0.05
Vitamins
"Vitamin C, total ascorbic acid",mg,19.2,2.9,5.4,21.7,21.7,23.0
"Thiamin",mg,0.019,0.003,0.005,0.021,0.021,0.023
"Riboflavin",mg,0.019,0.003,0.005,0.021,0.021,0.023
"Niacin",mg,0.168,0.025,0.048,0.190,0.190,0.202
"Vitamin B-6",mg,0.082,0.012,0.023,0.093,0.093,0.098
"Folate, DFE",µg,18,3,5,20,20,22
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,3,0,1,3,3,4
"Vitamin A, IU",IU,60,9,17,68,68,72
"Vitamin E (alpha-tocopherol)",mg,0.06,0.01,0.02,0.07,0.07,0.07
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.6,0.1,0.2,0.7,0.7,0.7
Lipids
"Fatty acids, total saturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
