Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:43 EST
"Nutrient data for: 03054, Babyfood, dinner, vegetables and beef, junior"
Nutrient,Unit,1Value per 100 g,"1 cup = 256.0g","1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Beech-Nut Stage 3 (6 oz) = 170.0g","1 jar Gerber Third Foods (6 oz) = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,84.94,217.45,13.59,24.08,144.40,144.40,144.40,144.40
"Energy",kcal,77,197,12,22,131,131,131,131
"Protein",g,2.21,5.66,0.35,0.63,3.76,3.76,3.76,3.76
"Total lipid (fat)",g,3.60,9.22,0.58,1.02,6.12,6.12,6.12,6.12
"Carbohydrate, by difference",g,8.84,22.63,1.41,2.51,15.03,15.03,15.03,15.03
"Fiber, total dietary",g,1.3,3.3,0.2,0.4,2.2,2.2,2.2,2.2
"Sugars, total",g,2.34,5.99,0.37,0.66,3.98,3.98,3.98,3.98
Minerals
"Calcium, Ca",mg,17,44,3,5,29,29,29,29
"Iron, Fe",mg,0.35,0.90,0.06,0.10,0.59,0.59,0.59,0.59
"Magnesium, Mg",mg,10,26,2,3,17,17,17,17
"Phosphorus, P",mg,33,84,5,9,56,56,56,56
"Potassium, K",mg,145,371,23,41,246,246,246,246
"Sodium, Na",mg,31,79,5,9,53,53,53,53
"Zinc, Zn",mg,0.38,0.97,0.06,0.11,0.65,0.65,0.65,0.65
Vitamins
"Vitamin C, total ascorbic acid",mg,0.2,0.5,0.0,0.1,0.3,0.3,0.3,0.3
"Thiamin",mg,0.008,0.020,0.001,0.002,0.014,0.014,0.014,0.014
"Riboflavin",mg,0.048,0.123,0.008,0.014,0.082,0.082,0.082,0.082
"Niacin",mg,0.789,2.020,0.126,0.224,1.341,1.341,1.341,1.341
"Vitamin B-6",mg,0.063,0.161,0.010,0.018,0.107,0.107,0.107,0.107
"Folate, DFE",µg,7,18,1,2,12,12,12,12
"Vitamin B-12",µg,0.33,0.84,0.05,0.09,0.56,0.56,0.56,0.56
"Vitamin A, RAE",µg,246,630,39,70,418,418,418,418
"Vitamin A, IU",IU,4926,12611,788,1397,8374,8374,8374,8374
"Vitamin E (alpha-tocopherol)",mg,0.49,1.25,0.08,0.14,0.83,0.83,0.83,0.83
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,3,0,0,2,2,2,2
"Vitamin K (phylloquinone)",µg,5.2,13.3,0.8,1.5,8.8,8.8,8.8,8.8
Lipids
"Fatty acids, total saturated",g,1.367,3.500,0.219,0.388,2.324,2.324,2.324,2.324
"Fatty acids, total monounsaturated",g,1.289,3.300,0.206,0.365,2.191,2.191,2.191,2.191
"Fatty acids, total polyunsaturated",g,0.298,0.763,0.048,0.084,0.507,0.507,0.507,0.507
"Cholesterol",mg,7,18,1,2,12,12,12,12
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0,0
Footnotes
(a)"Vitamin A values range widely due to differences in cultivar and proportion of carrots."
(b)"Vitamin A values range widely due to differences in cultivar and proportion of carrots."
