Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:44 EST
"Nutrient data for: 03143, Babyfood, fruit, applesauce and apricots, junior"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,86.90,13.90,24.64,147.73,147.73
"Energy",kcal,47,8,13,80,80
"Protein",g,0.20,0.03,0.06,0.34,0.34
"Total lipid (fat)",g,0.20,0.03,0.06,0.34,0.34
"Carbohydrate, by difference",g,12.40,1.98,3.52,21.08,21.08
"Fiber, total dietary",g,1.8,0.3,0.5,3.1,3.1
"Sugars, total",g,8.72,1.40,2.47,14.82,14.82
Minerals
"Calcium, Ca",mg,6,1,2,10,10
"Iron, Fe",mg,0.26,0.04,0.07,0.44,0.44
"Magnesium, Mg",mg,4,1,1,7,7
"Phosphorus, P",mg,10,2,3,17,17
"Potassium, K",mg,109,17,31,185,185
"Sodium, Na",mg,0,0,0,0,0
"Zinc, Zn",mg,0.03,0.00,0.01,0.05,0.05
Vitamins
"Vitamin C, total ascorbic acid",mg,17.9,2.9,5.1,30.4,30.4
"Thiamin",mg,0.014,0.002,0.004,0.024,0.024
"Riboflavin",mg,0.030,0.005,0.009,0.051,0.051
"Niacin",mg,0.145,0.023,0.041,0.246,0.246
"Vitamin B-6",mg,0.030,0.005,0.009,0.051,0.051
"Folate, DFE",µg,1,0,0,2,2
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,2,0,1,3,3
"Vitamin A, IU",IU,33,5,9,56,56
"Vitamin E (alpha-tocopherol)",mg,0.04,0.01,0.01,0.07,0.07
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.5,0.1,0.1,0.8,0.8
Lipids
"Fatty acids, total saturated",g,0.028,0.004,0.008,0.048,0.048
"Fatty acids, total monounsaturated",g,0.030,0.005,0.009,0.051,0.051
"Fatty acids, total polyunsaturated",g,0.051,0.008,0.014,0.087,0.087
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
