Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:47 EST
"Nutrient data for: 42278, Babyfood, vegetable and brown rice, strained"
Nutrient,Unit,1Value per 100 g,"1 cup = 230.0g","1 tbsp = 14.4g","1 jar Earth's Best (4.5 oz) = 128.0g",
Proximates
"Water",g,84.10,193.43,12.11,107.65
"Energy",kcal,69,159,10,88
"Protein",g,1.90,4.37,0.27,2.43
"Total lipid (fat)",g,1.50,3.45,0.22,1.92
"Carbohydrate, by difference",g,12.10,27.83,1.74,15.49
"Fiber, total dietary",g,1.1,2.5,0.2,1.4
"Sugars, total",g,2.39,5.50,0.34,3.06
Minerals
"Calcium, Ca",mg,14,32,2,18
"Iron, Fe",mg,0.40,0.92,0.06,0.51
"Magnesium, Mg",mg,15,34,2,19
"Phosphorus, P",mg,33,76,5,42
"Potassium, K",mg,135,310,19,173
"Sodium, Na",mg,14,32,2,18
"Zinc, Zn",mg,0.22,0.51,0.03,0.28
Vitamins
"Vitamin C, total ascorbic acid",mg,0.3,0.7,0.0,0.4
"Thiamin",mg,0.050,0.115,0.007,0.064
"Riboflavin",mg,0.050,0.115,0.007,0.064
"Niacin",mg,1.100,2.530,0.158,1.408
"Vitamin B-6",mg,0.050,0.115,0.007,0.064
"Folate, DFE",µg,16,37,2,20
"Vitamin B-12",µg,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,8,18,1,10
"Vitamin A, IU",IU,150,345,22,192
"Vitamin E (alpha-tocopherol)",mg,0.15,0.34,0.02,0.19
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0
"Vitamin K (phylloquinone)",µg,13.4,30.8,1.9,17.2
Lipids
"Fatty acids, total saturated",g,0.140,0.322,0.020,0.179
"Fatty acids, total monounsaturated",g,0.970,2.231,0.140,1.242
"Fatty acids, total polyunsaturated",g,0.320,0.736,0.046,0.410
"Cholesterol",mg,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0
