Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:43 EST
"Nutrient data for: 03072, Babyfood, dinner, chicken stew, toddler"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar = 170.0g",
Proximates
"Water",g,83.30,13.33,23.62,141.61,141.61
"Energy",kcal,78,12,22,133,133
"Protein",g,5.20,0.83,1.47,8.84,8.84
"Total lipid (fat)",g,3.70,0.59,1.05,6.29,6.29
"Carbohydrate, by difference",g,6.40,1.02,1.81,10.88,10.88
"Fiber, total dietary",g,0.6,0.1,0.2,1.0,1.0
"Sugars, total",g,1.68,0.27,0.48,2.86,2.86
Minerals
"Calcium, Ca",mg,36,6,10,61,61
"Iron, Fe",mg,0.66,0.11,0.19,1.12,1.12
"Magnesium, Mg",mg,10,2,3,17,17
"Phosphorus, P",mg,51,8,14,87,87
"Potassium, K",mg,92,15,26,156,156
"Sodium, Na",mg,25,4,7,42,42
"Zinc, Zn",mg,0.41,0.07,0.12,0.70,0.70
Vitamins
"Vitamin C, total ascorbic acid",mg,1.9,0.3,0.5,3.2,3.2
"Thiamin",mg,0.031,0.005,0.009,0.053,0.053
"Riboflavin",mg,0.074,0.012,0.021,0.126,0.126
"Niacin",mg,1.153,0.184,0.327,1.960,1.960
"Vitamin B-6",mg,0.046,0.007,0.013,0.078,0.078
"Folate, DFE",µg,27,4,8,46,46
"Vitamin B-12",µg,0.14,0.02,0.04,0.24,0.24
"Vitamin A, RAE",µg,52,8,15,88,88
"Vitamin A, IU",IU,1010,162,286,1717,1717
"Vitamin E (alpha-tocopherol)",mg,0.22,0.04,0.06,0.37,0.37
"Vitamin D (D2 + D3)",µg,0.2,0.0,0.1,0.3,0.3
"Vitamin D",IU,7,1,2,12,12
"Vitamin K (phylloquinone)",µg,3.7,0.6,1.0,6.3,6.3
Lipids
"Fatty acids, total saturated",g,1.100,0.176,0.312,1.870,1.870
"Fatty acids, total monounsaturated",g,1.700,0.272,0.482,2.890,2.890
"Fatty acids, total polyunsaturated",g,0.770,0.123,0.218,1.309,1.309
"Cholesterol",mg,29,5,8,49,49
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
