Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 03172, Babyfood, juice, orange"
Nutrient,Unit,1Value per 100 g,"1 fl oz = 31.2g","1 jar = 127.0g","1 bottle Heinz Strained (4 fl oz) = 125.0g","1 bottle Gerber Second Foods (4 fl oz) = 125.0g","1 bottle Beech-Nut Stage 3 (4 fl oz) = 125.0g",
Proximates
"Water",g,88.50,27.61,112.39,110.62,110.62,110.62
"Energy",kcal,45,14,57,56,56,56
"Protein",g,0.60,0.19,0.76,0.75,0.75,0.75
"Total lipid (fat)",g,0.30,0.09,0.38,0.38,0.38,0.38
"Carbohydrate, by difference",g,10.20,3.18,12.95,12.75,12.75,12.75
"Fiber, total dietary",g,0.1,0.0,0.1,0.1,0.1,0.1
"Sugars, total",g,8.26,2.58,10.49,10.32,10.32,10.32
Minerals
"Calcium, Ca",mg,12,4,15,15,15,15
"Iron, Fe",mg,0.17,0.05,0.22,0.21,0.21,0.21
"Magnesium, Mg",mg,9,3,11,11,11,11
"Phosphorus, P",mg,11,3,14,14,14,14
"Potassium, K",mg,184,57,234,230,230,230
"Sodium, Na",mg,0,0,0,0,0,0
"Zinc, Zn",mg,0.06,0.02,0.08,0.07,0.07,0.07
Vitamins
"Vitamin C, total ascorbic acid",mg,62.5,19.5,79.4,78.1,78.1,78.1
"Thiamin",mg,0.045,0.014,0.057,0.056,0.056,0.056
"Riboflavin",mg,0.028,0.009,0.036,0.035,0.035,0.035
"Niacin",mg,0.239,0.075,0.304,0.299,0.299,0.299
"Vitamin B-6",mg,0.054,0.017,0.069,0.068,0.068,0.068
"Folate, DFE",µg,26,8,33,32,32,32
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,3,1,4,4,4,4
"Vitamin A, IU",IU,55,17,70,69,69,69
"Vitamin E (alpha-tocopherol)",mg,0.04,0.01,0.05,0.05,0.05,0.05
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.1,0.0,0.1,0.1,0.1,0.1
Lipids
"Fatty acids, total saturated",g,0.035,0.011,0.044,0.044,0.044,0.044
"Fatty acids, total monounsaturated",g,0.050,0.016,0.064,0.062,0.062,0.062
"Fatty acids, total polyunsaturated",g,0.060,0.019,0.076,0.075,0.075,0.075
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
