Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:42 EST
"Nutrient data for: 43539, Babyfood, dessert, banana yogurt, strained"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 jar NFS = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Beech-Nut Stage 2 (4 oz) = 113.0g","1 jar Heinz Strained-2 (4.25 oz) = 120.0g",
Proximates
"Water",g,80.70,12.11,91.19,91.19,91.19,96.84
"Energy",kcal,78,12,88,88,88,94
"Protein",g,1.10,0.17,1.24,1.24,1.24,1.32
"Total lipid (fat)",g,0.52,0.08,0.59,0.59,0.59,0.62
"Carbohydrate, by difference",g,17.35,2.60,19.61,19.61,19.61,20.82
"Fiber, total dietary",g,0.5,0.1,0.6,0.6,0.6,0.6
"Sugars, total",g,12.20,1.83,13.79,13.79,13.79,14.64
Minerals
"Calcium, Ca",mg,30,4,34,34,34,36
"Iron, Fe",mg,0.14,0.02,0.16,0.16,0.16,0.17
"Magnesium, Mg",mg,10,2,11,11,11,12
"Phosphorus, P",mg,28,4,32,32,32,34
"Potassium, K",mg,100,15,113,113,113,120
"Sodium, Na",mg,14,2,16,16,16,17
"Zinc, Zn",mg,0.26,0.04,0.29,0.29,0.29,0.31
Vitamins
"Vitamin C, total ascorbic acid",mg,13.9,2.1,15.7,15.7,15.7,16.7
"Thiamin",mg,0.010,0.002,0.011,0.011,0.011,0.012
"Riboflavin",mg,0.040,0.006,0.045,0.045,0.045,0.048
"Niacin",mg,0.190,0.029,0.215,0.215,0.215,0.228
"Vitamin B-6",mg,0.080,0.012,0.090,0.090,0.090,0.096
"Folate, DFE",µg,7,1,8,8,8,8
"Vitamin B-12",µg,0.13,0.02,0.15,0.15,0.15,0.16
"Vitamin A, RAE",µg,3,0,3,3,3,4
"Vitamin A, IU",IU,20,3,23,23,23,24
"Vitamin E (alpha-tocopherol)",mg,0.02,0.00,0.02,0.02,0.02,0.02
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.1,0.0,0.1,0.1,0.1,0.1
Lipids
"Fatty acids, total saturated",g,0.370,0.056,0.418,0.418,0.418,0.444
"Fatty acids, total monounsaturated",g,0.120,0.018,0.136,0.136,0.136,0.144
"Fatty acids, total polyunsaturated",g,0.030,0.004,0.034,0.034,0.034,0.036
"Cholesterol",mg,1,0,1,1,1,1
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
