Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:47 EST
"Nutrient data for: 03120, Babyfood, vegetables, corn, creamed, junior"
Nutrient,Unit,1Value per 100 g,"1 cup = 240.0g","1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,81.40,195.36,12.21,23.08,138.38,138.38
"Energy",kcal,65,156,10,18,110,110
"Protein",g,1.40,3.36,0.21,0.40,2.38,2.38
"Total lipid (fat)",g,0.40,0.96,0.06,0.11,0.68,0.68
"Carbohydrate, by difference",g,16.25,39.00,2.44,4.61,27.62,27.62
"Fiber, total dietary",g,2.1,5.0,0.3,0.6,3.6,3.6
"Sugars, total",g,1.48,3.55,0.22,0.42,2.52,2.52
Minerals
"Calcium, Ca",mg,4,10,1,1,7,7
"Iron, Fe",mg,0.27,0.65,0.04,0.08,0.46,0.46
"Magnesium, Mg",mg,8,19,1,2,14,14
"Phosphorus, P",mg,33,79,5,9,56,56
"Potassium, K",mg,81,194,12,23,138,138
"Sodium, Na",mg,52,125,8,15,88,88
"Zinc, Zn",mg,0.23,0.55,0.03,0.07,0.39,0.39
Vitamins
"Vitamin C, total ascorbic acid",mg,2.2,5.3,0.3,0.6,3.7,3.7
"Thiamin",mg,0.013,0.031,0.002,0.004,0.022,0.022
"Riboflavin",mg,0.048,0.115,0.007,0.014,0.082,0.082
"Niacin",mg,0.504,1.210,0.076,0.143,0.857,0.857
"Vitamin B-6",mg,0.041,0.098,0.006,0.012,0.070,0.070
"Folate, DFE",µg,20,48,3,6,34,34
"Vitamin B-12",µg,0.02,0.05,0.00,0.01,0.03,0.03
"Vitamin A, RAE",µg,2,5,0,1,3,3
"Vitamin A, IU",IU,34,82,5,10,58,58
"Vitamin E (alpha-tocopherol)",mg,0.04,0.10,0.01,0.01,0.07,0.07
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.074,0.178,0.011,0.021,0.126,0.126
"Fatty acids, total monounsaturated",g,0.116,0.278,0.017,0.033,0.197,0.197
"Fatty acids, total polyunsaturated",g,0.178,0.427,0.027,0.050,0.303,0.303
"Cholesterol",mg,1,2,0,0,2,2
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
