Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:38 EST
"Nutrient data for: 23103, Beef, chuck, under blade pot roast or steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 steak = 648.0g","1 roast = 949.0g",
Proximates
"Water",g,66.00,56.10,427.68,626.34
"Energy",kcal,202,172,1309,1917
"Protein",g,19.15,16.28,124.09,181.73
"Total lipid (fat)",g,13.93,11.84,90.27,132.20
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,12,10,78,114
"Iron, Fe",mg,2.13,1.81,13.80,20.21
"Magnesium, Mg",mg,19,16,123,180
"Phosphorus, P",mg,181,154,1173,1718
"Potassium, K",mg,329,280,2132,3122
"Sodium, Na",mg,76,65,492,721
"Zinc, Zn",mg,6.99,5.94,45.30,66.34
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.079,0.067,0.512,0.750
"Riboflavin",mg,0.167,0.142,1.082,1.585
"Niacin",mg,3.983,3.386,25.810,37.799
"Vitamin B-6",mg,0.380,0.323,2.462,3.606
"Folate, DFE",µg,3,3,19,28
"Vitamin B-12",µg,2.94,2.50,19.05,27.90
"Vitamin A, RAE",µg,4,3,26,38
"Vitamin A, IU",IU,13,11,84,123
"Vitamin E (alpha-tocopherol)",mg,0.16,0.14,1.04,1.52
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.6,0.9
"Vitamin D",IU,5,4,32,47
"Vitamin K (phylloquinone)",µg,1.5,1.3,9.7,14.2
Lipids
"Fatty acids, total saturated",g,5.896,5.012,38.206,55.953
"Fatty acids, total monounsaturated",g,6.794,5.775,44.025,64.475
"Fatty acids, total polyunsaturated",g,0.588,0.500,3.810,5.580
"Fatty acids, total trans",g,0.846,0.719,5.482,8.029
"Cholesterol",mg,66,56,428,626
Amino Acids
Other
"Caffeine",mg,0,0,0,0
