Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:57 EST
"Nutrient data for: 23254, Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, choice, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 fillet = 178.0g","1 roast = 844.0g",
Proximates
"Water",g,69.79,59.32,124.23,589.03
"Energy",kcal,149,127,265,1258
"Protein",g,22.50,19.12,40.05,189.90
"Total lipid (fat)",g,6.48,5.51,11.53,54.69
"Carbohydrate, by difference",g,0.23,0.20,0.41,1.94
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,5,4,9,42
"Iron, Fe",mg,2.27,1.93,4.04,19.16
"Magnesium, Mg",mg,26,22,46,219
"Phosphorus, P",mg,226,192,402,1907
"Potassium, K",mg,402,342,716,3393
"Sodium, Na",mg,66,56,117,557
"Zinc, Zn",mg,5.28,4.49,9.40,44.56
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.062,0.053,0.110,0.523
"Riboflavin",mg,0.179,0.152,0.319,1.511
"Niacin",mg,5.733,4.873,10.205,48.387
"Vitamin B-6",mg,0.644,0.547,1.146,5.435
"Folate, DFE",µg,4,3,7,34
"Vitamin B-12",µg,2.90,2.46,5.16,24.48
"Vitamin A, RAE",µg,2,2,4,17
"Vitamin A, IU",IU,6,5,11,51
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.2,0.8
"Vitamin D",IU,3,3,5,25
"Vitamin K (phylloquinone)",µg,1.5,1.3,2.7,12.7
Lipids
"Fatty acids, total saturated",g,2.419,2.056,4.306,20.416
"Fatty acids, total monounsaturated",g,2.866,2.436,5.101,24.189
"Fatty acids, total polyunsaturated",g,0.257,0.218,0.457,2.169
"Fatty acids, total trans",g,0.256,0.218,0.456,2.161
"Cholesterol",mg,65,55,116,549
Amino Acids
Other
"Caffeine",mg,0,0,0,0
