Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:57 EST
"Nutrient data for: 23253, Beef, top loin petite roast/filet, boneless, separable lean only, trimmed to 1/8"" fat, all grades, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 fillet = 173.0g","1 roast = 852.0g",
Proximates
"Water",g,70.59,60.00,122.12,601.43
"Energy",kcal,143,122,247,1218
"Protein",g,22.61,19.22,39.12,192.64
"Total lipid (fat)",g,5.84,4.96,10.10,49.76
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,5,4,9,43
"Iron, Fe",mg,2.17,1.84,3.75,18.49
"Magnesium, Mg",mg,27,23,47,230
"Phosphorus, P",mg,239,203,413,2036
"Potassium, K",mg,407,346,704,3468
"Sodium, Na",mg,60,51,104,511
"Zinc, Zn",mg,5.76,4.90,9.96,49.08
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.080,0.068,0.138,0.682
"Riboflavin",mg,0.192,0.163,0.332,1.636
"Niacin",mg,5.337,4.536,9.233,45.471
"Vitamin B-6",mg,0.574,0.488,0.993,4.890
"Folate, DFE",µg,4,3,7,34
"Vitamin B-12",µg,2.87,2.44,4.97,24.45
"Vitamin A, RAE",µg,2,2,3,17
"Vitamin A, IU",IU,7,6,12,60
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.2,0.9
"Vitamin D",IU,3,3,5,26
"Vitamin K (phylloquinone)",µg,1.5,1.3,2.6,12.8
Lipids
"Fatty acids, total saturated",g,2.100,1.785,3.633,17.892
"Fatty acids, total monounsaturated",g,2.545,2.163,4.403,21.683
"Fatty acids, total polyunsaturated",g,0.208,0.177,0.360,1.772
"Fatty acids, total trans",g,0.213,0.181,0.368,1.815
"Cholesterol",mg,69,59,119,588
Amino Acids
Other
"Caffeine",mg,0,0,0,0
