Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:00 EST
"Nutrient data for: 08013, Cereals ready-to-eat, GENERAL MILLS, CHEERIOS"
Nutrient,Unit,1Value per 100 g,"1 cup (1 NLEA serving) = 28.0g",
Proximates
"Water",g,5.13,1.44
"Energy",kcal,376,105
"Protein",g,12.09,3.39
"Total lipid (fat)",g,6.73,1.88
"Carbohydrate, by difference",g,73.23,20.50
"Fiber, total dietary",g,9.4,2.6
"Sugars, total",g,4.36,1.22
Minerals
"Calcium, Ca",mg,401,112
"Iron, Fe",mg,33.17,9.29
"Magnesium, Mg",mg,114,32
"Phosphorus, P",mg,481,135
"Potassium, K",mg,641,179
"Sodium, Na",mg,497,139
"Zinc, Zn",mg,16.73,4.68
Vitamins
"Vitamin C, total ascorbic acid",mg,21.6,6.0
"Thiamin",mg,1.327,0.372
"Riboflavin",mg,0.100,0.028
"Niacin",mg,20.967,5.871
"Vitamin B-6",mg,2.390,0.669
"Folate, DFE",µg,1201,336
"Vitamin B-12",µg,6.77,1.90
"Vitamin A, RAE",µg,990,277
"Vitamin A, IU",IU,3299,924
"Vitamin E (alpha-tocopherol)",mg,0.65,0.18
"Vitamin D (D2 + D3)",µg,3.4,1.0
"Vitamin D",IU,136,38
"Vitamin K (phylloquinone)",µg,1.8,0.5
Lipids
"Fatty acids, total saturated",g,1.500,0.420
"Fatty acids, total monounsaturated",g,2.376,0.665
"Fatty acids, total polyunsaturated",g,2.432,0.681
"Fatty acids, total trans",g,0.020,0.006
"Cholesterol",mg,0,0
Amino Acids
Other
"Caffeine",mg,0,0
