Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:16 EST
"Nutrient data for: 04668, Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 14.0g","1 cup = 227.0g","1 tsp = 4.7g",
Proximates
"Water",g,17.17,2.40,38.98,0.81
"Energy",kcal,714,100,1621,34
"Protein",g,0.18,0.03,0.41,0.01
"Total lipid (fat)",g,80.00,11.20,181.60,3.76
"Carbohydrate, by difference",g,0.71,0.10,1.61,0.03
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,3,0,7,0
"Iron, Fe",mg,0.12,0.02,0.27,0.01
"Magnesium, Mg",mg,1,0,2,0
"Phosphorus, P",mg,5,1,11,0
"Potassium, K",mg,18,3,41,1
"Sodium, Na",mg,886,124,2011,42
"Zinc, Zn",mg,0.11,0.02,0.25,0.01
Vitamins
"Thiamin",mg,0.012,0.002,0.027,0.001
"Riboflavin",mg,0.000,0.000,0.000,0.000
"Niacin",mg,0.003,0.000,0.007,0.000
"Vitamin B-6",mg,0.000,0.000,0.000,0.000
"Folate, DFE",µg,1,0,2,0
"Vitamin B-12",µg,0.21,0.03,0.48,0.01
"Vitamin A, IU",IU,3571,500,8106,168
"Vitamin E (alpha-tocopherol)",mg,6.23,0.87,14.14,0.29
"Vitamin K (phylloquinone)",µg,75.0,10.5,170.2,3.5
Lipids
"Fatty acids, total saturated",g,16.321,2.285,37.049,0.767
"Fatty acids, total monounsaturated",g,37.460,5.244,85.034,1.761
"Fatty acids, total polyunsaturated",g,22.422,3.139,50.898,1.054
"Fatty acids, total trans",g,20.578,2.881,46.712,0.967
"Cholesterol",mg,0,0,0,0
Amino Acids
Other
