Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:23 EST
"Nutrient data for: 11797, Mushrooms, white, cooked, boiled, drained, with salt"
Nutrient,Unit,1Value per 100 g,"1 cup pieces = 156.0g","1 tbsp = 9.8g","1 mushroom = 12.0g",
Proximates
"Water",g,91.08,142.08,8.93,10.93
"Energy",kcal,28,44,3,3
"Protein",g,2.17,3.39,0.21,0.26
"Total lipid (fat)",g,0.47,0.73,0.05,0.06
"Carbohydrate, by difference",g,5.29,8.25,0.52,0.63
"Fiber, total dietary",g,2.2,3.4,0.2,0.3
"Sugars, total",g,2.34,3.65,0.23,0.28
Minerals
"Calcium, Ca",mg,6,9,1,1
"Iron, Fe",mg,1.74,2.71,0.17,0.21
"Magnesium, Mg",mg,12,19,1,1
"Phosphorus, P",mg,87,136,9,10
"Potassium, K",mg,356,555,35,43
"Sodium, Na",mg,238,371,23,29
"Zinc, Zn",mg,0.87,1.36,0.09,0.10
Vitamins
"Vitamin C, total ascorbic acid",mg,4.0,6.2,0.4,0.5
"Thiamin",mg,0.073,0.114,0.007,0.009
"Riboflavin",mg,0.300,0.468,0.029,0.036
"Niacin",mg,4.460,6.958,0.437,0.535
"Vitamin B-6",mg,0.095,0.148,0.009,0.011
"Folate, DFE",µg,18,28,2,2
"Vitamin B-12",µg,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.01,0.02,0.00,0.00
"Vitamin D (D2 + D3)",µg,0.2,0.3,0.0,0.0
"Vitamin D",IU,8,12,1,1
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.061,0.095,0.006,0.007
"Fatty acids, total monounsaturated",g,0.008,0.012,0.001,0.001
"Fatty acids, total polyunsaturated",g,0.183,0.285,0.018,0.022
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0
