Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:27 EST
"Nutrient data for: 11394, Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased"
Nutrient,Unit,1Value per 100 g,"10.0 strip = 30.0g",
Proximates
"Water",g,64.51,19.35
"Energy",kcal,167,50
"Protein",g,2.16,0.65
"Total lipid (fat)",g,6.24,1.87
"Carbohydrate, by difference",g,25.59,7.68
"Fiber, total dietary",g,2.3,0.7
"Sugars, total",g,0.20,0.06
Minerals
"Calcium, Ca",mg,11,3
"Iron, Fe",mg,0.72,0.22
"Magnesium, Mg",mg,21,6
"Phosphorus, P",mg,90,27
"Potassium, K",mg,379,114
"Sodium, Na",mg,323,97
"Zinc, Zn",mg,0.36,0.11
Vitamins
"Vitamin C, total ascorbic acid",mg,12.3,3.7
"Thiamin",mg,0.090,0.027
"Riboflavin",mg,0.034,0.010
"Niacin",mg,1.970,0.591
"Vitamin B-6",mg,0.170,0.051
"Folate, DFE",µg,36,11
"Vitamin B-12",µg,0.00,0.00
"Vitamin A, RAE",µg,0,0
"Vitamin A, IU",IU,4,1
"Vitamin E (alpha-tocopherol)",mg,0.12,0.04
"Vitamin D (D2 + D3)",µg,0.0,0.0
"Vitamin D",IU,0,0
"Vitamin K (phylloquinone)",µg,2.6,0.8
Lipids
"Fatty acids, total saturated",g,1.371,0.411
"Fatty acids, total monounsaturated",g,3.754,1.126
"Fatty acids, total polyunsaturated",g,0.307,0.092
"Fatty acids, total trans",g,0.140,0.042
"Cholesterol",mg,0,0
Amino Acids
Other
"Caffeine",mg,0,0
Footnotes
(a)"Primarily retail consumer product"
