Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:27 EST
"Nutrient data for: 11367, Potatoes, boiled, cooked without skin, flesh, without salt"
Nutrient,Unit,1Value per 100 g,"0.5 cup = 78.0g","1 large (3"" to 4-1/4"" dia.) = 300.0g","1 medium (2-1/4"" to 3-1/4"" dia.) = 167.0g","1 small (1-3/4"" to 2-1/2"" dia.) = 125.0g",
Proximates
"Water",g,77.46,60.42,232.38,129.36,96.83
"Energy",kcal,86,67,258,144,108
"Protein",g,1.71,1.33,5.13,2.86,2.14
"Total lipid (fat)",g,0.10,0.08,0.30,0.17,0.12
"Carbohydrate, by difference",g,20.01,15.61,60.03,33.42,25.01
"Fiber, total dietary",g,1.8,1.4,5.4,3.0,2.2
"Sugars, total",g,0.89,0.69,2.67,1.49,1.11
Minerals
"Calcium, Ca",mg,8,6,24,13,10
"Iron, Fe",mg,0.31,0.24,0.93,0.52,0.39
"Magnesium, Mg",mg,20,16,60,33,25
"Phosphorus, P",mg,40,31,120,67,50
"Potassium, K",mg,328,256,984,548,410
"Sodium, Na",mg,5,4,15,8,6
"Zinc, Zn",mg,0.27,0.21,0.81,0.45,0.34
Vitamins
"Vitamin C, total ascorbic acid",mg,7.4,5.8,22.2,12.4,9.2
"Thiamin",mg,0.098,0.076,0.294,0.164,0.122
"Riboflavin",mg,0.019,0.015,0.057,0.032,0.024
"Niacin",mg,1.312,1.023,3.936,2.191,1.640
"Vitamin B-6",mg,0.269,0.210,0.807,0.449,0.336
"Folate, DFE",µg,9,7,27,15,11
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0,0
"Vitamin A, IU",IU,2,2,6,3,2
"Vitamin E (alpha-tocopherol)",mg,0.01,0.01,0.03,0.02,0.01
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,2.2,1.7,6.6,3.7,2.8
Lipids
"Fatty acids, total saturated",g,0.026,0.020,0.078,0.043,0.033
"Fatty acids, total monounsaturated",g,0.002,0.002,0.006,0.003,0.003
"Fatty acids, total polyunsaturated",g,0.043,0.034,0.129,0.072,0.054
"Fatty acids, total trans",g,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
