Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:33 EST
"Nutrient data for: 11601, Yam, raw"
Nutrient,Unit,1Value per 100 g,"1 cup, cubes = 150.0g",
Proximates
"Water",g,69.60,104.40
"Energy",kcal,118,177
"Protein",g,1.53,2.29
"Total lipid (fat)",g,0.17,0.26
"Carbohydrate, by difference",g,27.88,41.82
"Fiber, total dietary",g,4.1,6.2
"Sugars, total",g,0.50,0.75
Minerals
"Calcium, Ca",mg,17,26
"Iron, Fe",mg,0.54,0.81
"Magnesium, Mg",mg,21,32
"Phosphorus, P",mg,55,82
"Potassium, K",mg,816,1224
"Sodium, Na",mg,9,14
"Zinc, Zn",mg,0.24,0.36
Vitamins
"Vitamin C, total ascorbic acid",mg,17.1,25.6
"Thiamin",mg,0.112,0.168
"Riboflavin",mg,0.032,0.048
"Niacin",mg,0.552,0.828
"Vitamin B-6",mg,0.293,0.439
"Folate, DFE",µg,23,34
"Vitamin B-12",µg,0.00,0.00
"Vitamin A, RAE",µg,7,10
"Vitamin A, IU",IU,138,207
"Vitamin E (alpha-tocopherol)",mg,0.35,0.53
"Vitamin D (D2 + D3)",µg,0.0,0.0
"Vitamin D",IU,0,0
"Vitamin K (phylloquinone)",µg,2.3,3.5
Lipids
"Fatty acids, total saturated",g,0.037,0.056
"Fatty acids, total monounsaturated",g,0.006,0.009
"Fatty acids, total polyunsaturated",g,0.076,0.114
"Fatty acids, total trans",g,0.000,0.000
"Cholesterol",mg,0,0
Amino Acids
Other
"Caffeine",mg,0,0
