Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:43 EST
"Nutrient data for: 03070, Babyfood, dinner, chicken soup, strained"
Nutrient,Unit,1Value per 100 g,"1 jar Beech-Nut Stage 2 (4 oz) = 113.0g","1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 113.0g","1 jar Heinz Strained-2 (4 oz) = 113.0g",
Proximates
"Water",g,89.10,100.68,14.26,25.26,100.68,100.68
"Energy",kcal,50,56,8,14,56,56
"Protein",g,1.60,1.81,0.26,0.45,1.81,1.81
"Total lipid (fat)",g,1.70,1.92,0.27,0.48,1.92,1.92
"Carbohydrate, by difference",g,7.20,8.14,1.15,2.04,8.14,8.14
"Fiber, total dietary",g,1.1,1.2,0.2,0.3,1.2,1.2
"Sugars, total",g,1.72,1.94,0.28,0.49,1.94,1.94
Minerals
"Calcium, Ca",mg,37,42,6,10,42,42
"Iron, Fe",mg,0.27,0.31,0.04,0.08,0.31,0.31
"Magnesium, Mg",mg,5,6,1,1,6,6
"Phosphorus, P",mg,24,27,4,7,27,27
"Potassium, K",mg,66,75,11,19,75,75
"Sodium, Na",mg,16,18,3,5,18,18
"Zinc, Zn",mg,0.22,0.25,0.04,0.06,0.25,0.25
Vitamins
"Vitamin C, total ascorbic acid",mg,1.0,1.1,0.2,0.3,1.1,1.1
"Thiamin",mg,0.017,0.019,0.003,0.005,0.019,0.019
"Riboflavin",mg,0.032,0.036,0.005,0.009,0.036,0.036
"Niacin",mg,0.293,0.331,0.047,0.083,0.331,0.331
"Vitamin B-6",mg,0.037,0.042,0.006,0.010,0.042,0.042
"Folate, DFE",µg,5,6,1,1,6,6
"Vitamin B-12",µg,0.12,0.14,0.02,0.03,0.14,0.14
"Vitamin A, RAE",µg,69,78,11,20,78,78
"Vitamin A, IU",IU,1384,1564,221,392,1564,1564
"Vitamin E (alpha-tocopherol)",mg,0.51,0.58,0.08,0.14,0.58,0.58
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.0,0.0,0.1,0.1
"Vitamin D",IU,3,3,0,1,3,3
"Vitamin K (phylloquinone)",µg,6.9,7.8,1.1,2.0,7.8,7.8
Lipids
"Fatty acids, total saturated",g,0.278,0.314,0.044,0.079,0.314,0.314
"Fatty acids, total monounsaturated",g,0.425,0.480,0.068,0.120,0.480,0.480
"Fatty acids, total polyunsaturated",g,0.900,1.017,0.144,0.255,1.017,1.017
"Cholesterol",mg,4,5,1,1,5,5
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
