Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 43535, Babyfood, juice, apple - cherry"
Nutrient,Unit,1Value per 100 g,"1 fl oz = 31.2g","1 bottle Heinz Strained (4 fl oz) = 125.0g","1 bottle NFS = 125.0g","1 bottle Beech-Nut Stage 2 (4 fl oz) = 125.0g","1 bottle Gerber Second Foods (4 fl oz) = 125.0g",
Proximates
"Water",g,88.20,27.52,110.25,110.25,110.25,110.25
"Energy",kcal,47,15,59,59,59,59
"Protein",g,0.20,0.06,0.25,0.25,0.25,0.25
"Total lipid (fat)",g,0.10,0.03,0.12,0.12,0.12,0.12
"Carbohydrate, by difference",g,11.20,3.49,14.00,14.00,14.00,14.00
"Fiber, total dietary",g,0.3,0.1,0.4,0.4,0.4,0.4
"Sugars, total",g,10.50,3.28,13.12,13.12,13.12,13.12
Minerals
"Calcium, Ca",mg,7,2,9,9,9,9
"Iron, Fe",mg,0.35,0.11,0.44,0.44,0.44,0.44
"Magnesium, Mg",mg,3,1,4,4,4,4
"Phosphorus, P",mg,12,4,15,15,15,15
"Potassium, K",mg,110,34,138,138,138,138
"Sodium, Na",mg,4,1,5,5,5,5
"Zinc, Zn",mg,0.03,0.01,0.04,0.04,0.04,0.04
Vitamins
"Vitamin C, total ascorbic acid",mg,32.1,10.0,40.1,40.1,40.1,40.1
"Thiamin",mg,0.010,0.003,0.013,0.013,0.013,0.013
"Riboflavin",mg,0.020,0.006,0.025,0.025,0.025,0.025
"Niacin",mg,0.110,0.034,0.138,0.138,0.138,0.138
"Vitamin B-6",mg,0.030,0.009,0.037,0.037,0.037,0.037
"Folate, DFE",µg,0,0,0,0,0,0
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,1,0,1,1,1,1
"Vitamin A, IU",IU,18,6,22,22,22,22
"Vitamin E (alpha-tocopherol)",mg,0.02,0.01,0.03,0.03,0.03,0.03
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.2,0.1,0.2,0.2,0.2,0.2
Lipids
"Fatty acids, total saturated",g,0.020,0.006,0.025,0.025,0.025,0.025
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.030,0.009,0.037,0.037,0.037,0.037
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
