Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 03280, Babyfood, fruit, bananas with tapioca, junior"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 170.0g","1 jar Gerber Third Foods (6 oz) = 170.0g","1 jar Heinz Junior-3 (6 oz) = 170.0g",
Proximates
"Water",g,81.50,12.22,23.11,138.55,138.55,138.55
"Energy",kcal,67,10,19,114,114,114
"Protein",g,0.40,0.06,0.11,0.68,0.68,0.68
"Total lipid (fat)",g,0.20,0.03,0.06,0.34,0.34,0.34
"Carbohydrate, by difference",g,17.80,2.67,5.05,30.26,30.26,30.26
"Fiber, total dietary",g,1.6,0.2,0.5,2.7,2.7,2.7
"Sugars, total",g,7.10,1.06,2.01,12.07,12.07,12.07
Minerals
"Calcium, Ca",mg,8,1,2,14,14,14
"Iron, Fe",mg,0.30,0.04,0.09,0.51,0.51,0.51
"Magnesium, Mg",mg,12,2,3,20,20,20
"Phosphorus, P",mg,9,1,3,15,15,15
"Potassium, K",mg,108,16,31,184,184,184
"Sodium, Na",mg,0,0,0,0,0,0
"Zinc, Zn",mg,0.07,0.01,0.02,0.12,0.12,0.12
Vitamins
"Vitamin C, total ascorbic acid",mg,25.7,3.9,7.3,43.7,43.7,43.7
"Thiamin",mg,0.015,0.002,0.004,0.025,0.025,0.025
"Riboflavin",mg,0.020,0.003,0.006,0.034,0.034,0.034
"Niacin",mg,0.218,0.033,0.062,0.371,0.371,0.371
"Vitamin B-6",mg,0.139,0.021,0.039,0.236,0.236,0.236
"Folate, DFE",µg,6,1,2,10,10,10
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,2,0,1,3,3,3
"Vitamin A, IU",IU,44,7,12,75,75,75
"Vitamin E (alpha-tocopherol)",mg,0.60,0.09,0.17,1.02,1.02,1.02
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.2,0.0,0.1,0.3,0.3,0.3
Lipids
"Fatty acids, total saturated",g,0.076,0.011,0.022,0.129,0.129,0.129
"Fatty acids, total monounsaturated",g,0.018,0.003,0.005,0.031,0.031,0.031
"Fatty acids, total polyunsaturated",g,0.037,0.006,0.010,0.063,0.063,0.063
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
