Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:43 EST
"Nutrient data for: 03059, Babyfood, dinner, vegetables and bacon, strained"
Nutrient,Unit,1Value per 100 g,"1 cup = 256.0g","1 tbsp = 16.0g","1 oz = 28.35g","1 jar = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Heinz Strained-2 (4 oz) = 113.0g",
Proximates
"Water",g,85.75,219.52,13.72,24.31,96.90,96.90,96.90
"Energy",kcal,69,177,11,20,78,78,78
"Protein",g,1.92,4.92,0.31,0.54,2.17,2.17,2.17
"Total lipid (fat)",g,2.95,7.55,0.47,0.84,3.33,3.33,3.33
"Carbohydrate, by difference",g,8.81,22.55,1.41,2.50,9.96,9.96,9.96
"Fiber, total dietary",g,1.7,4.4,0.3,0.5,1.9,1.9,1.9
"Sugars, total",g,1.77,4.53,0.28,0.50,2.00,2.00,2.00
Minerals
"Calcium, Ca",mg,14,36,2,4,16,16,16
"Iron, Fe",mg,0.30,0.77,0.05,0.09,0.34,0.34,0.34
"Magnesium, Mg",mg,10,26,2,3,11,11,11
"Phosphorus, P",mg,28,72,4,8,32,32,32
"Potassium, K",mg,116,297,19,33,131,131,131
"Sodium, Na",mg,49,125,8,14,55,55,55
"Zinc, Zn",mg,0.30,0.77,0.05,0.09,0.34,0.34,0.34
Vitamins
"Vitamin C, total ascorbic acid",mg,0.3,0.8,0.0,0.1,0.3,0.3,0.3
"Thiamin",mg,0.032,0.082,0.005,0.009,0.036,0.036,0.036
"Riboflavin",mg,0.039,0.100,0.006,0.011,0.044,0.044,0.044
"Niacin",mg,0.474,1.213,0.076,0.134,0.536,0.536,0.536
"Vitamin B-6",mg,0.058,0.148,0.009,0.016,0.066,0.066,0.066
"Folate, DFE",µg,3,8,0,1,3,3,3
"Vitamin B-12",µg,0.06,0.15,0.01,0.02,0.07,0.07,0.07
"Vitamin A, RAE",µg,114,292,18,32,129,129,129
"Vitamin A, IU",IU,2284,5847,365,648,2581,2581,2581
"Vitamin E (alpha-tocopherol)",mg,0.51,1.31,0.08,0.14,0.58,0.58,0.58
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,3,0,0,1,1,1
"Vitamin K (phylloquinone)",µg,9.1,23.3,1.5,2.6,10.3,10.3,10.3
Lipids
"Fatty acids, total saturated",g,1.063,2.721,0.170,0.301,1.201,1.201,1.201
"Fatty acids, total monounsaturated",g,1.347,3.448,0.216,0.382,1.522,1.522,1.522
"Fatty acids, total polyunsaturated",g,0.377,0.965,0.060,0.107,0.426,0.426,0.426
"Cholesterol",mg,4,10,1,1,5,5,5
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
