Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 03129, Babyfood, fruit, bananas with tapioca, strained"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 15.0g","1 oz = 28.35g","1 jar = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Heinz Strained-2 (4.25 oz) = 120.0g",
Proximates
"Water",g,84.00,12.60,23.81,94.92,94.92,100.80
"Energy",kcal,56,8,16,63,63,67
"Protein",g,0.40,0.06,0.11,0.45,0.45,0.48
"Total lipid (fat)",g,0.10,0.01,0.03,0.11,0.11,0.12
"Carbohydrate, by difference",g,15.30,2.29,4.34,17.29,17.29,18.36
"Fiber, total dietary",g,1.6,0.2,0.5,1.8,1.8,1.9
"Sugars, total",g,0.38,0.06,0.11,0.43,0.43,0.46
Minerals
"Calcium, Ca",mg,5,1,1,6,6,6
"Iron, Fe",mg,0.20,0.03,0.06,0.23,0.23,0.24
"Magnesium, Mg",mg,10,2,3,11,11,12
"Phosphorus, P",mg,7,1,2,8,8,8
"Potassium, K",mg,88,13,25,99,99,106
"Sodium, Na",mg,0,0,0,0,0,0
"Zinc, Zn",mg,0.06,0.01,0.02,0.07,0.07,0.07
Vitamins
"Vitamin C, total ascorbic acid",mg,16.7,2.5,4.7,18.9,18.9,20.0
"Thiamin",mg,0.012,0.002,0.003,0.014,0.014,0.014
"Riboflavin",mg,0.031,0.005,0.009,0.035,0.035,0.037
"Niacin",mg,0.183,0.027,0.052,0.207,0.207,0.220
"Vitamin B-6",mg,0.115,0.017,0.033,0.130,0.130,0.138
"Folate, DFE",µg,6,1,2,7,7,7
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,2,0,1,2,2,2
"Vitamin A, IU",IU,43,6,12,49,49,52
"Vitamin E (alpha-tocopherol)",mg,0.60,0.09,0.17,0.68,0.68,0.72
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,0.0,0.0,0.0,0.0,0.0,0.0
Lipids
"Fatty acids, total saturated",g,0.035,0.005,0.010,0.040,0.040,0.042
"Fatty acids, total monounsaturated",g,0.010,0.002,0.003,0.011,0.011,0.012
"Fatty acids, total polyunsaturated",g,0.019,0.003,0.005,0.021,0.021,0.023
"Cholesterol",mg,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
