Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:46 EST
"Nutrient data for: 43408, Babyfood, juice, pear"
Nutrient,Unit,1Value per 100 g,"1 fl oz = 31.2g","1 bottle Earth's Best (4.2 fl oz) = 131.0g","1 bottle Heinz Strained (4 fl oz) = 125.0g","1 bottle Gerber First Food (4 fl oz) = 125.0g","1 bottle Beech-Nut Stage I (4 fl oz) = 125.0g","1 bottle NFS = 125.0g",
Proximates
"Water",g,87.90,27.42,115.15,109.88,109.88,109.88,109.88
"Energy",kcal,47,15,62,59,59,59,59
"Protein",g,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Total lipid (fat)",g,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Carbohydrate, by difference",g,11.86,3.70,15.54,14.82,14.82,14.82,14.82
"Fiber, total dietary",g,0.1,0.0,0.1,0.1,0.1,0.1,0.1
"Sugars, total",g,7.28,2.27,9.54,9.10,9.10,9.10,9.10
Minerals
"Calcium, Ca",mg,12,4,16,15,15,15,15
"Iron, Fe",mg,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Magnesium, Mg",mg,8,2,10,10,10,10,10
"Phosphorus, P",mg,12,4,16,15,15,15,15
"Potassium, K",mg,130,41,170,162,162,162,162
"Sodium, Na",mg,8,2,10,10,10,10,10
"Zinc, Zn",mg,0.08,0.02,0.10,0.10,0.10,0.10,0.10
Vitamins
"Vitamin C, total ascorbic acid",mg,33.8,10.5,44.3,42.2,42.2,42.2,42.2
"Thiamin",mg,0.010,0.003,0.013,0.013,0.013,0.013,0.013
"Riboflavin",mg,0.030,0.009,0.039,0.037,0.037,0.037,0.037
"Niacin",mg,0.300,0.094,0.393,0.375,0.375,0.375,0.375
"Vitamin B-6",mg,0.010,0.003,0.013,0.013,0.013,0.013,0.013
"Folate, DFE",µg,4,1,5,5,5,5,5
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,0,0,0,0,0,0,0
"Vitamin A, IU",IU,0,0,0,0,0,0,0
"Vitamin E (alpha-tocopherol)",mg,0.09,0.03,0.12,0.11,0.11,0.11,0.11
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,3.4,1.1,4.5,4.2,4.2,4.2,4.2
Lipids
"Fatty acids, total saturated",g,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total monounsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cholesterol",mg,0,0,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0,0
