Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:42 EST
"Nutrient data for: 03297, Babyfood, dinner, apples and chicken, strained"
Nutrient,Unit,1Value per 100 g,"1 oz = 28.35g","1 jar = 113.0g","1 jar Gerber Second Food (4 oz) = 113.0g","1 jar Beech-Nut Stage 2 (4 oz) = 113.0g","1 jar Heinz Strained-2 (4 oz) = 113.0g",
Proximates
"Water",g,85.40,24.21,96.50,96.50,96.50,96.50
"Energy",kcal,65,18,73,73,73,73
"Protein",g,2.16,0.61,2.44,2.44,2.44,2.44
"Total lipid (fat)",g,1.38,0.39,1.56,1.56,1.56,1.56
"Carbohydrate, by difference",g,10.88,3.08,12.29,12.29,12.29,12.29
"Fiber, total dietary",g,1.8,0.5,2.0,2.0,2.0,2.0
"Sugars, total",g,6.06,1.72,6.85,6.85,6.85,6.85
Minerals
"Calcium, Ca",mg,18,5,20,20,20,20
"Iron, Fe",mg,0.38,0.11,0.43,0.43,0.43,0.43
"Magnesium, Mg",mg,6,2,7,7,7,7
"Phosphorus, P",mg,32,9,36,36,36,36
"Potassium, K",mg,95,27,107,107,107,107
"Sodium, Na",mg,12,3,14,14,14,14
"Zinc, Zn",mg,0.36,0.10,0.41,0.41,0.41,0.41
Vitamins
"Vitamin C, total ascorbic acid",mg,0.2,0.1,0.2,0.2,0.2,0.2
"Thiamin",mg,0.020,0.006,0.023,0.023,0.023,0.023
"Riboflavin",mg,0.057,0.016,0.064,0.064,0.064,0.064
"Niacin",mg,0.577,0.164,0.652,0.652,0.652,0.652
"Vitamin B-6",mg,0.083,0.024,0.094,0.094,0.094,0.094
"Folate, DFE",µg,1,0,1,1,1,1
"Vitamin B-12",µg,0.02,0.01,0.02,0.02,0.02,0.02
"Vitamin A, RAE",µg,2,1,2,2,2,2
"Vitamin A, IU",IU,30,9,34,34,34,34
"Vitamin E (alpha-tocopherol)",mg,0.07,0.02,0.08,0.08,0.08,0.08
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,1,0,1,1,1,1
"Vitamin K (phylloquinone)",µg,0.6,0.2,0.7,0.7,0.7,0.7
Lipids
"Fatty acids, total saturated",g,0.347,0.098,0.392,0.392,0.392,0.392
"Fatty acids, total monounsaturated",g,0.411,0.117,0.464,0.464,0.464,0.464
"Fatty acids, total polyunsaturated",g,0.350,0.099,0.395,0.395,0.395,0.395
"Cholesterol",mg,5,1,6,6,6,6
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0,0
