Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 22:45 EST
"Nutrient data for: 03131, Babyfood, fruit, peaches, junior"
Nutrient,Unit,1Value per 100 g,"1 tbsp = 17.0g","1 oz = 28.35g","1 jar = 95.0g","1 container = 67.0g",
Proximates
"Water",g,83.65,14.22,23.71,79.47,56.05
"Energy",kcal,65,11,18,62,44
"Protein",g,0.94,0.16,0.27,0.89,0.63
"Total lipid (fat)",g,0.33,0.06,0.09,0.31,0.22
"Carbohydrate, by difference",g,14.48,2.46,4.11,13.76,9.70
"Fiber, total dietary",g,1.3,0.2,0.4,1.2,0.9
"Sugars, total",g,11.50,1.96,3.26,10.93,7.71
Minerals
"Calcium, Ca",mg,4,1,1,4,3
"Iron, Fe",mg,0.23,0.04,0.07,0.22,0.15
"Magnesium, Mg",mg,7,1,2,7,5
"Phosphorus, P",mg,15,3,4,14,10
"Potassium, K",mg,195,33,55,185,131
"Sodium, Na",mg,4,1,1,4,3
"Zinc, Zn",mg,0.11,0.02,0.03,0.10,0.07
Vitamins
"Vitamin C, total ascorbic acid",mg,46.1,7.8,13.1,43.8,30.9
"Thiamin",mg,0.015,0.003,0.004,0.014,0.010
"Riboflavin",mg,0.077,0.013,0.022,0.073,0.052
"Niacin",mg,1.640,0.279,0.465,1.558,1.099
"Vitamin B-6",mg,0.018,0.003,0.005,0.017,0.012
"Folate, DFE",µg,21,4,6,20,14
"Vitamin B-12",µg,0.00,0.00,0.00,0.00,0.00
"Vitamin A, RAE",µg,34,6,10,32,23
"Vitamin A, IU",IU,686,117,194,652,460
"Vitamin E (alpha-tocopherol)",mg,1.99,0.34,0.56,1.89,1.33
"Vitamin D (D2 + D3)",µg,0.0,0.0,0.0,0.0,0.0
"Vitamin D",IU,0,0,0,0,0
"Vitamin K (phylloquinone)",µg,6.6,1.1,1.9,6.3,4.4
Lipids
"Fatty acids, total saturated",g,0.020,0.003,0.006,0.019,0.013
"Fatty acids, total monounsaturated",g,0.010,0.002,0.003,0.010,0.007
"Fatty acids, total polyunsaturated",g,0.040,0.007,0.011,0.038,0.027
"Cholesterol",mg,0,0,0,0,0
Amino Acids
Other
"Caffeine",mg,0,0,0,0,0
