Source: USDA National Nutrient Database for Standard Reference 28 slightly revised May 2016 Software v.3.7 2017-02-01
Basic Report
Report Run at: February 11, 2017 21:43 EST
"Nutrient data for: 23240, Beef, loin, top sirloin petite roast/filet, boneless, separable lean only, trimmed to 0"" fat, choice, raw"
Nutrient,Unit,1Value per 100 g,"3.0 oz = 85.0g","1 fillet = 190.0g","1 roast = 1013.0g",
Proximates
"Water",g,72.28,61.44,137.33,732.20
"Energy",kcal,132,112,251,1337
"Protein",g,23.03,19.58,43.76,233.29
"Total lipid (fat)",g,4.40,3.74,8.36,44.57
"Carbohydrate, by difference",g,0.00,0.00,0.00,0.00
"Fiber, total dietary",g,0.0,0.0,0.0,0.0
"Sugars, total",g,0.00,0.00,0.00,0.00
Minerals
"Calcium, Ca",mg,5,4,10,51
"Iron, Fe",mg,2.23,1.90,4.24,22.59
"Magnesium, Mg",mg,25,21,48,253
"Phosphorus, P",mg,222,189,422,2249
"Potassium, K",mg,395,336,750,4001
"Sodium, Na",mg,65,55,124,658
"Zinc, Zn",mg,5.19,4.41,9.86,52.57
Vitamins
"Vitamin C, total ascorbic acid",mg,0.0,0.0,0.0,0.0
"Thiamin",mg,0.064,0.054,0.122,0.648
"Riboflavin",mg,0.183,0.156,0.348,1.854
"Niacin",mg,5.867,4.987,11.147,59.433
"Vitamin B-6",mg,0.659,0.560,1.252,6.676
"Folate, DFE",µg,4,3,8,41
"Vitamin B-12",µg,3.24,2.75,6.16,32.82
"Vitamin A, RAE",µg,2,2,4,20
"Vitamin A, IU",IU,6,5,11,61
"Vitamin D (D2 + D3)",µg,0.1,0.1,0.2,1.0
"Vitamin D",IU,3,3,6,30
"Vitamin K (phylloquinone)",µg,1.5,1.3,2.9,15.2
Lipids
"Fatty acids, total saturated",g,1.392,1.183,2.645,14.101
"Fatty acids, total monounsaturated",g,1.917,1.629,3.642,19.419
"Fatty acids, total polyunsaturated",g,0.143,0.122,0.272,1.449
"Fatty acids, total trans",g,0.189,0.161,0.359,1.915
"Cholesterol",mg,68,58,129,689
Amino Acids
Other
"Caffeine",mg,0,0,0,0
